classification_notes,classification_viewOfferedOnMarriedWomensWork,classification_wasTheMarriedWomensWorkDiscussedIncontextOfMotherhood,classification_occupation,classification_skilled_unskilled,contextText,location_fromMOH,location_current,location_latitude,location_longitude,source_bNumber,source_fileName,source_url,searchCriteria_type,searchCriteria_bigram,searchCriteria_list1,searchCriteria_list2,time_year,xxx_notes,latitude,longitude
0,Not applicable/No view,Yes,Unspecified,Unspecified,"Following this increase in January, 1953, there has been a marked decrease in the daily attendances at the Nurseries. It should, however, be mentioned that for some months previously the number of applications for day nursery accommodation had somewhat diminished, largely due to the decline in the birth rate over the past four or five years and possibly in part due to the fact that there have been less opportunities for married women to find employment than there were two or three years ago. (c) The training of Students at the Nurseries for the Certificate of the National Nursery Examination Board continued. Ten Students (two from the Ley Street Nursery, one from the Sunshine House Nursery, three from the Goodmayes Lane Nursery and four from Stevens Road Nursery) entered for the examination during the year, five of whom obtained the Certificate.",Ilford,Redbridge,0,0,b1987618x,Ilford.1952.b1987618x.txt,https://dlcs.io/pdf/wellcome/pdf-item/b1987618x/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1952,0,51.585658,0.075864
0,Not applicable/No view,Yes,Unspecified,Unspecified,"(b) On Retirement—That men and women who can give effective service should be given the opportunity, without regard to age, to continue at work if they wish. Unemployment among women is mainly comprised of clerical and shop workers for whom there is difficulty in placing on account of age restrictions, and of women who require work for a limited number of hours owing to domestic responsibilities, many of whom only register for short periods when the urge or necessity to take a job arises. The rise in the number of women registered as unemployed in October was mainly due to married women registering for employment following the return of children to school and not to any other cause. Of the 44 registered as unemployed on 6th December. 22 were over 40 and 22 under that age. Also 20 of the women registered were married. There have been no important changes in local industry during the year excepting that at Bromley Gas Works where production of gas ceased on 31st March. ",Bromley,Bromley,0,0,b19821633,Bromley.1954.b19821633.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19821633/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1954,0,51.371999,0.051524
0,Not applicable/No view,No,Childcare,Skilled,"The supervised daily minding of children under school age, whose mothers are in full-time employment was established in this Area in 1947. It commenced very modestly with three married women who were prepared to take into their own homes, children whose mothers could not make any other satisfactory arrangements for minding by the day. Each guardian is paid one shilling a day for each child placed with her, irrespective of payment received from the mother.",Hornsey,Haringey,0,0,b18249395,Hornsey.1954.b18249395.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18249395/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1954,0,51.590372,-0.10747
0,Not applicable/No view,No,Unspecified,Unspecified,"One of the objections raised to the employment of people beyond the present retiring ages is the alleged increased incidence of sickness amongst older members of the staff. In this connection a recent report on sickness in a health department of a local authority (published in the ""Monthly Bulletin of the Ministry of Health and the Public Health Laboratory Service"" for October, 1954), is of the greatest interest. It was found that in general women lost more time through illness than men and married women lost more time than a single woman. For each category, however, the sickness rates rose to a maximum for staff between the ages of 50 and 55, and decreased markedly thereafter. Both single and married women over 60 lost less working days per year than those in any other age group and men over 60 lost almost as little time as the youngest. Specimen figures are given in the following table:— WORKING DAYS LOST PER YEAR Ages Men Single women Married women 30 years+ 4 8 28 40 years+ 7 15 21 50 years+",Barking,Barking and Dagenham,0,0,b19784442,Barking.1954.b19784442.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19784442/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1954,get table that appears towards the end of the extract,51.54396,0.13317
0,Negative,Yes,Unspecified,Unspecified,"A high number of women were employed in the various industries and generally gave a good account of themselves, as compared with men. However, it was agreed that despite good service that on the whole there was always the greater liability to absenteeism in the case of women. This occurred not so much through personal illness as through illness in other members of the family or other purely domestic reasons, e.g. being at home to let the sweep in. Naturally, married women were susceptible to such considerations to a greater degree than the unmarried. Young Persons Young persons were found to be generally scattered through the various trades and there was not sufficient grouping of them in particular occupations to call for any special comments. Accidents among young persons were very low but it was found that where 1 arge numbers of young persons were employed together, accident rates went up this being due to 1ack of experience and ""sky larking"" attitude of many of them.",Tottenham,Haringey,0,0,b19881939,Tottenham.1956.b19881939.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19881939/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1956,0,51.590372,-0.10747
0,Positive,Yes,Nursing,Skilled,"The scheme for the loan of nursing equipment has been increasingly used and has proved of great assistance in improving the care of sick persons nursed in their own homes. Future of the Service. There has been no improvement in the recruitment of trained staff for full-time employment. The part-time staff are the mainstay of the service and we have been fortunate in retaining many of the present staff for over 5 years. Most of these are married women and some of them (who have older children) are now able to work additional hours. This has been a considerable help to the service and enabled all requests for nursing care to be met. Any extension to cover a later evening service, although desirable, cannot be contemplated until an appreciable increase in full-time staff is achieved. This continued shortage of whole-time nursing staff is a serious national firoblem. The limited number of staff who qualify each year tend to remain in the hospital service.",WestHam,Newham,0,0,b19881605,WestHam.1956.b19881605.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19881605/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1956,0,51.52689,0.037537
0,Not applicable/No view,Yes,"Catering, Factory",Unskilled,"Many factory canteen workers are married women with family responsibilities and are unable or unwilling to attend in their own time, whilst Managements are often unable or reluctant to release their personnel during working hours. Samples of washing-up waters and swabs from kitchen utensils and equipment were taken from 68 premises, including restaurants, cafes, school kitchens and sculleries, factory canteens, hotel kitchens, public houses and shops.",Enfield,Enfield,0,0,b19789464,Enfield.1957.b19789464.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19789464/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1957,0,51.650995,-0.087272
0,Positive,No,Nursing,Skilled,"Home Nursing Centre The service for patients residing north of the District Railway line was provided, as previously, by the staff from the Lady Rayleigh Training Home (under agency arrangements with the Essex County Council). South of the Railway line the service continued from the Liverpool Road Centre. Prom there the nurses go out to cover the whole of this area. Those patients who were able attended the Centre and were treated there. The service mostly depends on married women who can only spare a few hours a day from their home commitments, but who also have a real sense of vocation for nursing and enjoy their work. This has resulted in them voluntarily undertaking to maintain a latenight service where the need arises. Loan Scheme The provision on loan of nursing equipment for patients nursed at home continues to be a valuable adjunct to the Home Nursing Service. Laundry Service Plans for this service have continued to develop slowly and it is hoped that it will commence early in the new year.",WestHam,Newham,0,0,b19881617,WestHam.1957.b19881617.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19881617/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1957,0,51.52689,0.037537
0,Not applicable/no view,No,Unspecified,Unspecified,"This is evident from the morbidity statistics produced by the Ministry of Pensions and National Insurance, based on claims for sickness benefit. Certificates in support of such claims now cover practically the entire employed male population, but they are not so representative of the female population because only married women who follow a paid employment are eligible for national insurance and, of those that are, two.thirds of them ' opt out' of the scheme for sickness benefit.",LondonCountyCouncil,London County Council,0,0,b18253040,LondonCountyCouncil.1960.b18253040.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18253040/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1960,0,0,0
0,Negative,No,Unspecified,Unspecified,"The department's work, to a certain extent, has been complicated by the fact that more married women now go out to work, and this means that frequently there is no one at home when a call is made. It is necessary, therefore, to make special appointments and revisits",KingstonuponThames,Kingston upon Thames,0,0,b1987523x,KingstonuponThames.1961.b1987523x.txt,https://dlcs.io/pdf/wellcome/pdf-item/b1987523x/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1961,0,51.387906,-0.2869
0,Not applicable/No view,Yes,"Medicine, Teaching, Social Work",Skilled,"The training included lectures on theology of sex and marriage, Personal relationships, physiology and preparation for marriage. 8 The Health Education Officer has given additional assistance during three sessions on specific points of presentation, with reference to experience in local schools. The panel consists of six married women in their thirties, five of whom have children. Most of them have had a University training and include one woman doctor and four former ex-teachers. One member also works for the Marriage Guidance Council in Croydon. The general pattern followed by members of the panel on completion of their training is:- (a) The speaker visits the headmistress on invitation and discusses the procedure, time allowed, content of talks and the method of delivery.",Croydon,Croydon,0,0,b19787194,Croydon.1961.b19787194.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19787194/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1961,0,51.355335,-0.087157
0,Negative,No,Unspecified,Unspecified,"With the greater age of patients the relatives in turn are often in the geriatric age group0 The greater employment of married women has not helped either, in that many of the younger members of the family, friends and neighbours are now not available to help. The solution of the problem must lie in the provision of a much more comprehensive domiciliary scheme. More flatlets with adequate warden supervision, more welfare home places suitably staffed to cater for these older and less independent people.",Sutton,Sutton,0,0,b19881265,Sutton.1965.b19881265.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19881265/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1965,0,51.36209,-0.177573
0,Not applicable/No view,Yes,"Midwifery, Health Visiting",Skilled,"Superintendent Nursing Officer During 1966 the work of the three nursing services has gone on despite a continuous fight against staff shortages. It is not easy to recruit either midwives, health visitors or home nurses and the first two do not apparently attract married women wishing to return to work. Mothercraft sessions, held in doctors' surgeries and on Corporation premises, have drawn midwives and health visitors more closely together. Now that it is no longer necessary for a health visitor to be a state certified midwife it is essential that the midwife takes over that part of the teaching dealing with the management of labour and the establishment of breast feeding and matters relating to the puerperium, whilst the health visitor talks on the preparation of the nursery, the layette and various problems relating to the first years of life.",Croydon,Croydon,0,0,b19787248,Croydon.1966.b19787248.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19787248/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1966,0,51.355335,-0.087157
0,Not applicable/no view,Yes,Social Work,Skilled,"Details of Students placed with the department 5 Certificate in Social Work (North West Polytechnic) 11 Mental Health Course (London School of Economics) 1 London Borough's Training Committee—re-entry course for married women 4 Group work students (North West Polytechnic) 1 Bedford College (Department of Social Administration) 1 Student Teacher for Mentally Handicapped (Chiswick Polytechnic) (Peckham Junior Training School) 1 Student—Social Studies—University College of South Wales In addition there were very many visitors to the mental health services and establishments, some for long detailed visits, others for short trips of observation. These included doctors, medical students, parties of nurses from Guy's, Cane Hill, St. Francis, St. Giles, and nursing students, social workers and students, etc. Some of these visitors came from overseas, i.e. Mauritius, Brazil, Columbia, New York and Jerusalem.",Southwark,Southwark,0,0,b18246862,Southwark.1967.b18246862.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18246862/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1967,0,51.474239,-0.074055
0,Negative,Yes,Health Visiting,Skilled,"The Future of Health Visiting Generally, the dedicated spinster is now reaching the period of retirement; this particularly applies to the profession and and her loss will be very much felt in the community. The future depends on the service being covered by young married women who once having completed their contract, will leave to have their families. Once the family are grown up they will, we hope, come back into the Service. The turn over of staff 36 will therefore be rapid and with the general shortage of Health Visitors the future i uncertain. Despite the employment of ancillary staff, there are many duties which only the health visitor can carry out successfully.",Redbridge,Redbridge,0,0,b19883286,Redbridge.1967.b19883286.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19883286/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1967,0,51.585658,0.075864
0,Positive,Yes,Childcare,Skilled,"assistant nurses, and other trained N.N.E.E.B. nurses went on to Teacher Training Colleges or into hospital for further training. In recent years, however, the trend has been at the end of training to try other jobs with more attractive hours of work - namely the Nursery Schools and Save the Children Fund. Nursery Nurses want more experience with older children and talk about employment in nurseries on board Ocean Liners, Air Hostess work and the Women's Police Force. It seems that recruitment to Day Nursery Service has reached a full cycle, losing the young nurse and being replaced by young married women with families. This maturity is valuable, and they are without doubt the nucleus of a good Nursery staff. The Nursery nurse marries at an earlier age and then uses her Certificate when her family has reached school age. - 31 - Many Play-Groups are now staffed with the young N.N.E.E.B. nurse who is keeping her contact with young children, and who one day will return to the Day Nursery.",Walthamstow,Waltham Forest,0,0,b19877067,Walthamstow.1968.b19877067.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19877067/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1968,0,51.594033,-0.01264
0,Positive,No,Social Work,Skilled,"It has become apparent that among mature married women there are many who, though they may lack high academic or professional qualifications, nevertheless have the necessary qualities of personality and a desire to give service to the community which renders them a rich potential source of recruitment to the staff of Welfare Services at a Welfare Assistant level. Unfortunately, whilst plans to integrate the existing social work departments of King George Hospital and Chadwell Heath Hospital into the community based services were completea, it was not possible to advertise a joint appointment until the end of 1969",Redbridge,Redbridge,0,0,b19883304,Redbridge.1969.b19883304.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19883304/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1969,0,51.585658,0.075864
0,Positive,Yes,Medicine,Skilled,"It is pleasing to report that there has been less difficult than hitherto in obtaining sufficient dental officers both full-time and sessional, to maintain the service. For sessional work a number of married women with children who wish to resume their professional life have been attracted to the service. The difficulties which have occurred in some areas in recruitment of dental surgery assistants have not yet become acute in Lambeth, but because of the relatively low salary scale the number of suitable applicants is severely limited.",LambethMetropolitanBorough,Lambeth,0,0,b18239961,LambethMetropolitanBorough.1970.b18239961.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18239961/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1970,0,51.453839,-0.118309
0,Neutral,Yes,Domestic Service,Unskilled,"The establishment of the equivalent of 60 full time home helps has never been reached, and at 31st December 1970 there were 74 home helps, equivalent to 36 full time staff. During the year 97 applicants were interviewed; 39 of these were not considered suitable or found other employment. There is a potential reservoir of married women who are interested in doing this type of work but cannot make arrangements for their school children to be cared for during the school holidays. These recruitment difficulties have resulted in heavy pressure on existing staff which has in some instances proved inadequate to meet the demands on the service. Despite these difficulties a total of 65,207 hours of service were devoted to the care of the sick and elderly in the borough.",KingstonuponThames,Kingston upon Thames,0,0,b19875320,KingstonuponThames.1970.b19875320.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19875320/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1970,0,51.387906,-0.2869
0,Neutral,Yes,Unspecified,Unspecified,"from the beginning of the present century these changes, together with earlier marriage, shortening of time devoted to family building and nurture of small children and longer life expectancy, have had profound effects upon the social life of society. They have resulted, inter alia, in the lengthening of the later stages of married life when a couple are left alone but, conversely, the greatly extended educational facilities now made available has meant that the individual child remains financially dependent for a much longer period than hitherto. In combination, these factors have brought about an increase in the economic activity of married women throughout the country from 34.0% in 1961 to 41.1% in 1971. Locally, of all married women in Greenwich in 1901, 6.0% were economically active compared with the present figure of 47.7%. Social changes initiated by the increase in family income include a general rise in living standards and, with both parents becoming wage-earners, a re-distribution of family and household responsibilities. Indeed, the traditional view of woman as the home-maker and keeper is rapidly being transformed. With society's condonation of the industrial and commercial employment of married women comes mounting pressure on local authorities to establish more childminding",Greenwich,Greenwich,0,0,b18237915,Greenwich.1971.b18237915.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18237915/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1971,More text needed at end of extract,51.474432,0.055547
0,Negative,Yes,Nursing,Skilled,"Road Clinic. Pupil Midwives from Queen Charlotte's Hospital continued to receive practical experience of domiciliary work and the wider aspects of community care. School Nursing The School Nurses have benefitted from the appointment of the four Nursing Officers referred to earlier. As C11 each of them have close contact with one quarter of the staff they have dealt with problems as they arise as well as generally improving communications. Their function has been particularly helpful in supporting new and inexperienced members of staff. This is relevant to the present situation, whereby the School Nursing workforce is mainly composed of young married women whose length of service will probably be limited. The amount of travelling time spent by each School Nurse was cut down because the geographical areas they serviced were reorganised during 1972. In addition, the number of minor ailment clinics held in the Borough was reduced in September, following the trends in other authorities, thus allowing better use of the School Nurses' time. Home Nursing 1972 made very heavy demands upon the District Nursing Sisters, partly because of the early discharge policy undertaken by most hospitals, which caused an increase in each case load.",Hammersmith,Hammersmith and Fulham,0,0,b18197267,Hammersmith.1972.b18197267.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18197267/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1972,0,51.49501,-0.220789
0,Neutral,No,Medicine,Skilled,"Fewer treatments will be done and more reasoned assessment and advice to parents and teachers will have to be the willing role of the physiotherapist; towards this end there must be educational changes within our own profession. Part-time married women can be encouraged back to work in the local situation providing they can be taught their new role. It would be profitable to train multi-disciplinary ""teach-in teams"" consisting of a Physiotherapist, an Occupational Therapist and a Health Visitor going round within the community providing a service that is both complementary and supplementary to the Hospital Service. There would therefore be an enlarged working environment with fewer therapists covering more ground.",Croydon,Croydon,0,0,b19787315,Croydon.1973.b19787315.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19787315/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1973,0,51.355335,-0.087157
,Positive,Yes,Nursing,Skilled,"they occurred. it should be pointed out, however, that most home nurses employed by the authority are married and have children. these nurses have either returned to nursing after bringing up a family, or they employ someone to look after their children whilst 37 they are at work. the familiar spinster nurse, who devoted her life to nursing is disappearing fast, and so is the traditional bicycle which carried her from patient to patient. in the interests of efficiency, a largely motorised transport service is the aim, and this, in effect, is operative in this authority.",Merton,Merton,,,b19882828,Merton.1966.b19882828.txt,,single term search,None,spinster,None,1966,,,
Get more text at end,Negative,Yes,Nursing,Skilled,"Each student worked with a reduced case load on the area they were later to take over. The future of health visiting. Generally, the dedicated spinster is now reaching the period of retirement; this particularly applies to the profession and and her loss will be very much felt in the community. the future depends on the service being covered by young married women who once having completed their contract, will leave to have their families. Once the family are grown up they will, we hope, come back into the Service. The turn over of staff will therefore be rapid and with the general shortage of Health Visitors the future is uncertain.",Redbridge,Redbridge,,,b19883286,Redbridge.1967.b19883286.txt,,single term search,None,spinster,None,1967,,,
