contextText,location_fromMOH,searchCriteria_bigram,searchCriteria_type,source_bNumber,source_fileName,time_year,list of search terms,search criteria
"founder of the ""Samaritans"" Society and the example of schemes carried out in the southwark Diocese the following two-part programme was arranged:- To train a panel of speakers who would be ready to talk to girls of all denominations in Secondary Schools on Personal Relationships"" if invited to do so by the Head Teacher. The training included lectures on theology of sex and marriage, Personal relationships, physiology and preparation for marriage. 8 The Health Education Officer has given additional assistance during three sessions on specific points of presentation, with reference to experience in local schools. The panel consists of six married women in their thirties, five of whom have children. Most of them have had a University training and include one woman doctor and four former ex-teachers. One member also works for the Marriage Guidance Council in Croydon. The general pattern followed by members of the panel on completion of their training is:- (a) The speaker visits the headmistress on invitation and discusses the procedure, time allowed, content of talks and the method of delivery. (b) During the second visit a talk is given to the girls and at the conclusion of this they are asked for written questions on",Croydon,"married,women",bigram search,b19787194,Croydon.1961.b19787194.txt,1961,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"with 8 composite units for washing, boiling and ironing, 2 water-extractors and 10 drying racks. The installation of automatically controlled washing machines has encouraged greater use of the machine laundry and it is in some measure due to this that attendances at the hand laundry have declined. Further modifications to the controlling apparatus have achieved improvements in the quality of laundrywork and a saving in time. Two Rotary Ironing Machines have recently been installed and it is now possible to take home a 15 lb. load of domestic washing completely dried and ironed in lj hours. The number of young married women using the laundry has increased and many expressions of appreciation of the Ironing Machines have been received. Medical Examinations. Staff.—The Medical Officer of Health is medical adviser to the Council for staff purposes. During 1962, one hundred and fifty-two examinations of the Council's employees and new entrants to the superannuation scheme were carried out. Parking Meter Exemptions.—The Council are empowered in certain circumstances to give exemption from parking meter charges to a person who is severely disabled. During the year, forty-nine applications were referred to the Medical Officer of Health for observations and, if necessary, medical examination. Home",StMaryleboneMetropolitanBorough,"married,women",bigram search,b18254743,StMaryleboneMetropolitanBorough.1962.b18254743.txt,1962,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"31,979 from 25,865 last year. 10 Public Laundry.—The Public Laundry facilities consist of a machine laundry comprising 8 fully automatic washing machines, 3 spin dryers and 4 tumbler air dryers; the hand laundry has 6 units for hand washing, 2 spin dryers and 2 tumbler air dryers. By means of a time control the tumbler dryers will dry all types of materials, including woollens. The rotary ironing machines have proved most successful, a 15 lb. load of domestic washing can be washed, dried and ironed in 1^ hours. This completely modern installation has resulted in an increased number of young married women using the laundry, and many expressions of appreciation have been received. Further improvements to lighting and layout and the replacement of existing washing machines will shortly be undertaken. Medical Examinations. Staff.—The Medical Officer of Health is medical adviser to the Council for staff purposes. During 1963, one hundred and six examinations of the Council's employees and new entrants to the superannuation scheme were carried out. Parking Meter Exemptions.—The Council are empowered in certain circumstances to give exemption from parking meter charges to a person who is severely disabled. During the year, fifty-one applications were referred to the Medical",StMaryleboneMetropolitanBorough,"married,women",bigram search,b18254755,StMaryleboneMetropolitanBorough.1963.b18254755.txt,1963,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"there was little variety and, if not ""in service"" or ""taking in washing"", they were engaged in cleaning of slaughtered animals, making bags and sacks, tin boxes, dresses, shirts, lawn-tennis balls and, what is most interesting, gold and silver thread spinning. Some women and girls who were prepared to travel obtained a steady job in a match factory not far away and a number suffered from ""phossy jaw"" due to the solvent action on teeth of yellow phosphorus, the principle ingredient of matches in those days. Females formed 29% of all the labour force in 1901 and 6% of all married women were working. Times were hard and there was heavy drinking among all 196 OLD GREENWICH PROPERTIES (now demolished) Richardson's Place Brewhouse Lane 197 classes. Beer was cheap at l½d. to 3d. a pint, gin 8d. a pint or 4d. for a ""double"" and this prevalent taste for liquor was amply met by the more than numerous public houses in areas close to the river. Tea had not yet become a serious competitor to alcoholic beverages and nearly 6 out of every 1,000 persons were charged with being drunk and disorderly. In the streets, shoeless children were a common",Greenwich,"married,women",bigram search,b18237848,Greenwich.1964.b18237848.txt,1964,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"calls were as follows: two cases for post partum haemorrhage; three ante-partum haemorrhage (one hospital-booked case); two retained placenta; two abortions; one delay in second stage of labour. Seven cases were transferred to hospital after appropriate treatment had been given at home. Twenty-five pupil midwives gained practical experience of district work with Camden midwives. FAMILY PLANNING The family planning facilities which the Council is permitted to offer were limited during the year under review by the terms of the Ministry of Health circulars on birth control issued in 1931 and 1934. Briefly, contraceptive instruction and advice could be offered to married women for whom pregnancy was detrimental to health. The restriction of the service to married women and the limitation on medical grounds making pregnancy detrimental to health have become the subject of growing concern particularly in recentyears, and the Minister of Health has the matter under review in the light of current sociological trends. Within the framework of these limitations, the London County Council ran family planning clinics direct, and these were taken over by the London Borough Councils. In addition to running its own clinics the London County Council provided the Family Planning Association with accommodation at their",Camden,"married,women",bigram search,b19882944,Camden.1965.b19882944.txt,1965,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"Social Security concerned mainly with the London Borough of Greenwich are those located at Deptford, Eltham and Woolwich. Regions covered by these offices are, unfortunately, based upon postal districts and not upon local authority areas but, nevertheless, for most practical purposes the figures quoted are reasonably representative of the Borough's morbidity, subject to the following considerations: — (a) Figures refer to new claims only—they do not indicate the current 'live load' which includes a good deal of long term sickness. (b) Figures relate only to persons insured for sickness benefit. Sickness, therefore, in children, the aged, the non-employed and 'exempt' married women is not included. (c) Injury benefit figures relate to all employed persons. 78 79 Claims to Sickness and Industrial Injury Benefit Year Ended 30th November, 1965. Sickness Benefit Injury Benefit Quarter ended 23.2.65 Deptford 5,532 406 Eltham 6,563 335 Woolwich 6,768 389 Quarter ended 25.5.65 Deptford 5,415 319 Eltham 6,968 303 Woolwich 6,921 324 Quarter ended 31.8.65 Deptford 3,588 275 Eltham 4,463 309 Woolwich 4,465 345 Quarter ended 30.11.65 Deptford 4,922 327 Eltham 6,022 329 Woolwich 6,089 370 Totals: 67,716 4,031 80 SECTION IV PERSONAL HEALTH AND RELATED SOCIAL SERVICES The operation of the maternity and child welfare",Greenwich,"married,women",bigram search,b1823785x,Greenwich.1965.b1823785x.txt,1965,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"services, to plan their future accordingly. 5 I am indebted to Dr.G.HoHall, Consultant Geriatrician, St.Helier Hospital, for his comments which are as follows :- ""As far as I can see, the main problem in the care of the elderly is the increasing age and frailty of the majority of patients now referred to the Geriatric Unit. The result of this is that in many cases rehabilitation can only produce partial independence, supervision and care being required in these cases. With the greater age of patients the relatives in turn are often in the geriatric age group0 The greater employment of married women has not helped either, in that many of the younger members of the family, friends and neighbours are now not available to help. The solution of the problem must lie in the provision of a much more comprehensive domiciliary scheme. More flatlets with adequate warden supervision, more welfare home places suitably staffed to cater for these older and less independent people. More long stay hospital beds will, in all probability be required, but the necessity to provide these beds will to a large extent depend on the scope and the quantity of the Local Authority provisions for the",Sutton,"married,women",bigram search,b19881265,Sutton.1965.b19881265.txt,1965,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"to four years) are held at 12 welfare centres. The children are given routine medical examinations and if necessary are referred for treatment. Toddlers' sessions held during the year 257 Total attendances of toddlers 3,004 Average attendance at each session 11.7 Dental services A free dental service for expectant and nursing mothers and children is provided at certain of the Council's dental surgeries. During the year attendances numbered 617 comprising 206 by mothers and 411 by children under five years of age. 56 Family Planning The Council has made arrangements for advice on methods of contraception to be given to married women where pregnancy would be dangerous or detrimental to health. Sessions are organized by the Family Planning Association, who are provided with rent-free accommodation at some of the Council's welfare centres. No charge is made except for appliances supplied to the patient. During the year a total of 223 such sessions were held. Health Visiting Service The health visiting service has continued its unspectacular but nevertheless essential work throughout the year in spite of some staff shortages. Home visiting is the basis of the health visitor's work, and although the health visitors maintain some contact with all families with",Wandsworth,"married,women",bigram search,b18251237,Wandsworth.1965.b18251237.txt,1965,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"the City Council had already been investigating the possibility of such a service and, thanks to the help of the Samaritan Hospital, it was possible, with the approval of the Ministry of Health, to meet this request. The first cervical screening clinic was opened at Hallfield Maternal and Child Welfare Centre on the 5th September, 1966, and a second at Harrow Road Maternal and Child Welfare Centre on the 4th November; each clinic is held weekly, up to twenty smears being taken at each session. Carcinoma of the cervix is most common in the 35-55 years age group, particularly in married women who have had several children. It is, however, desirable to screen all women at least every five years between the ages of 25 and 65; younger women should not be discouraged from having this examination, so that no lower age limit need be set. Thus from the outset the screening service has been available to all women under the age of 65 living or working in Westminster, all appointments being made centrally through the Health Department at City Hall. To encourage the use of this service, an explanatory leaflet was specially designed for the general public for display",CityofWestminster,"married,women",bigram search,b18248287,CityofWestminster.1966.b18248287.txt,1966,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"between them the following services:- WELFARE CENTRE SERVICES Becklow Gardens, Becklow Gardens, W. 12. Ante-natal Cytology Creches Dental Family Planning Infant Welfare Mothers' Club Mothercraft Parentcraft Relaxation Vaccination and Immunisation. Burne Jones, North End Road, W.14. Glenthorne Road, 48 Glenthorne Road, W.6. Greyhound Road, 90/92 Greyhound Road, W.6. Milson Road, 1/3 Milson Road, W.14. Parsons Green, 5/7 Parsons Green, S.W.6. Wandsworth Bridge Road, 170 Wandsworth Bridge Road, S.W.6. Westway, The Curve, W. 12. Attendances at the Maternity and Child Welfare Clincs of children up to 5 years of age totalled 47,039 (48,906). Family Planning Sessions Advice on Family Planning for married women for whom further pregnancy would be detrimental to health, is provided at Parsons Green, Glenthorne Road, Greyhound Road and Westway Maternity and Child Welfare Centres. 1,964 attendances were made during the year (1,454). (35) Day Nurseries There are seven day nurseries in the Borough which provided a total of 373 places for children. Latimer Day Nursery moved from its old premises in the Mission Hall in Blechynden Street to new premises in Latimer Road where it was possible to offer more places for children. The work of the special unit for mentally handicapped children attached to one of",HammersmithMetropolitanBorough,"married,women",bigram search,b18238294,HammersmithMetropolitanBorough.1966.b18238294.txt,1966,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"prescribe whatever medicines they deemed necessary. After very careful consideration the Committee resolved to apply the former County Borough policy. Issue of Welfare Foods in 1966:— National Dried Milk 54,698 Cod Liver Oil 6,503 Vitamin A and D Tablets 8,254 Orange Juice 110,465 29 THE WORK OF THE PUBLIC HEALTH NURSING SERVICES Miss L.E. Oakley, S.R.N.,S.C.M.,H.V. Cert. Superintendent Nursing Officer During 1966 the work of the three nursing services has gone on despite a continuous fight against staff shortages. It is not easy to recruit either midwives, health visitors or home nurses and the first two do not apparently attract married women wishing to return to work. Mothercraft sessions, held in doctors' surgeries and on Corporation premises, have drawn midwives and health visitors more closely together. Now that it is no longer necessary for a health visitor to be a state certified midwife it is essential that the midwife takes over that part of the teaching dealing with the management of labour and the establishment of breast feeding and matters relating to the puerperium, whilst the health visitor talks on the preparation of the nursery, the layette and various problems relating to the first years of life. ""Preparation for Parenthood""",Croydon,"married,women",bigram search,b19787248,Croydon.1966.b19787248.txt,1966,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"Social Security concerned mainly with the London Borough of Greenwich are those located at Deptford, Eltham and Woolwich. Regions covered by these 88 offices are, unfortunately, based upon postal districts and not upon local authority areas but, nevertheless, for most practical purposes the figures quoted are reasonably representative of the Borough's morbidity, subject to the following considerations:— (a) Figures refer to new claims only—they do not indicate the current 'live load' which includes a good deal of long term sickness. (b) Figures relate only to persons insured for sickness benefit. Sickness, therefore, in children, the aged, the non-employed and 'exempt' married women is not included. (c) Injury benefit figures relate to all employed persons. New Claims to Sickness and Industrial Injury Benefit Year Ended 29th November, 1966 Sickness Benefit Injury Benefit Quarter ended 1.3.66 Deptford 6,604 304 Eltham 7,891 281 Woolwich 8,196 344 Quarter ended 31.5.66 Deptford 6,231 410 Eltham 6,454 336 Woolwich 6,647 404 Quarter ended 30.8.66 Deptford 4,927 379 Eltham 4,528 326 Woolwich 4,958 403 Quarter ended 29.11.66 Deptford 6,028 401 Eltham 6,092 320 Woolwich 6,842 372 Totals: 75,398 4,280 89 SECTION IV PERSONAL HEALTH AND RELATED SOCIAL SERVICES Although Health Visitors were first appointed in Liverpool in",Greenwich,"married,women",bigram search,b18237861,Greenwich.1966.b18237861.txt,1966,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"Southwark and Wandsworth through the Emergency Control Service continues to work satisfactorily. Thanks are due to the Lambeth District Nursing Association and the South London Hospital for their co-operation and help during the year. MIDWIVES ACT 1951 The Council is the supervising authority for all midwives practising in the Borough under the Midwives Act 1951. During the year 258 midwives notified the Council of their intention to practise in the Borough. 41 FAMILY PLANNING The Council provides the Family Planning Association with free use of Clinic premises and also makes a per capita payment to the Association in respect of married women referred for family planning advice on medical grounds. The arrangements are similar to those commended to local health authorities by the Minister of Health in Circular 5/66. The issue of this circular and the publicity which accompanied it has led to an increased interest in, and awareness of family planning services generally. Two hundred and five mothers were referred on medical grounds to the family planning association. DAY NURSERIES The Council's Day Nurseries continued to maintain a high rate of attendance. When it became necessary to close Streatham Day Nursery before the new building was completed additional places",LambethMetropolitanBorough,"married,women",bigram search,b18239924,LambethMetropolitanBorough.1966.b18239924.txt,1966,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"welfare officer was on secondment during the whole of the year, and one commenced a two year course in September. One mental welfare officer returned to duty in July having obtained the Certificate in Social Work after one year's secondment. Students, as listed below were seconded to the department for supervised practical training for varied periods at different times of the year. In addition some medical students (Guy's) attended weekly. Details of Students placed with the department 5 Certificate in Social Work (North West Polytechnic) 11 Mental Health Course (London School of Economics) 1 London Borough's Training Committee—re-entry course for married women 4 Group work students (North West Polytechnic) 1 Bedford College (Department of Social Administration) 1 Student Teacher for Mentally Handicapped (Chiswick Polytechnic) (Peckham Junior Training School) 1 Student—Social Studies—University College of South Wales In addition there were very many visitors to the mental health services and establishments, some for long detailed visits, others for short trips of observation. These included doctors, medical students, parties of nurses from Guy's, Cane Hill, St. Francis, St. Giles, and nursing students, social workers and students, etc. Some of these visitors came from overseas, i.e. Mauritius, Brazil, Columbia, New York and Jerusalem. The",Southwark,"married,women",bigram search,b18246862,Southwark.1967.b18246862.txt,1967,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"all ante-natal and post-natal sessions in the borough both for women attending post-natally and also certain ante-natal patients and for those attending for routine tests. The falling off in demand continued during the year despite considerable publicity and the fact that a high proportion of women ""at risk"" have still not had this test. New publicity measures were planned for the coming year, including a direct approach to factory employees. Two thousand five hundred and ninety cervical smears were taken during antenatal sessions and at the 117 special clinic sessions. Cancer cells were found in five cases, all of them married women between 37 and 43 years of age. Treatment in each case was arranged by their general medical practitioner at local hospitals. There were four doubtful cases requiring further examination and 622 other findings of a non-cancerous nature. Thus, since the service began a total of 5,052 smears have been taken and seven positive cases found. Population Screening for Breast Cancer An approach was made by a local hospital as to the possibility of the council co-operating with the provision of thermographic apparatus for population screening tests for breast cancer. This apparatus would also be used to provide other",Enfield,"married,women",bigram search,b19789567,Enfield.1967.b19789567.txt,1967,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"employers in this venture. It may well be that close co-operation with manufacturers might enable the centre to give an initial training in specific processes much more prolonged than can be undertaken on the factory floor, and the trainee can then be absorbed into the industry when he is able to work at a pace compatible with the requirements of a commercial undertaking. An important feature of such a centre should be a domestic unit resembling a small home. This could be used not only for the regular trainees but could provide a setting where training can be given to married women who, through subnormality, are poor managers. This training, given by persons thoroughly informed in the problems of the subnormal woman, should include the actual care and management of their children and could make a contribution to preventive work through the stimulus that the children of these mothers would receive in such a centre and which would enable them to make more satisfactory progress. It is most desirable that this employment centre should be sited independently as the high grade trainees, and often their relatives, refuse a training which is given in association with low grade severely subnormal patients.",CityofWestminster,"married,women",bigram search,b18248299,CityofWestminster.1967.b18248299.txt,1967,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"because it was a holiday period. We had to make them feel part of the Local Authority Service, show enthusiasm and interest in their work as it was a trial period for them before being allowed full professional status. Each student worked with a reduced case load on the area they were later to take over. The Future of Health Visiting Generally, the dedicated spinster is now reaching the period of retirement; this particularly applies to the profession and and her loss will be very much felt in the community. The future depends on the service being covered by young married women who once having completed their contract, will leave to have their families. Once the family are grown up they will, we hope, come back into the Service. The turn over of staff 36 will therefore be rapid and with the general shortage of Health Visitors the future i uncertain. Despite the employment of ancillary staff, there are many duties which only the health visitor can carry out successfully. SECTION 25 HOME NURSING Home Nursing Details of the work undertaken during 1967 by the Home Nurses are as follows: — Total patients nursed — 2,900 Aged under 5 years",Redbridge,"married,women",bigram search,b19883286,Redbridge.1967.b19883286.txt,1967,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"children:— Central nervous system 24 Eye and ear 6 Alimentary system 13 Heart and great vessels 4 Respiratory system 1 Urogenital system 7 Limbs 44 Other skeletal 5 Other systems 10 Other malformations 10 Total 124 64 Additional congenital abnormalities (not observed at birth) notified on hospital discharge notices:— Central nervous system — Eye and ear 3 Alimentary system 5 Heart and great vessels 3 Respiratory system — Urogenital system 3 Limbs 34 Other skeletal 1 Other systems — Other malformations 6 Total : 55 (in 54 children) Unmarried Mothers Unmarried mothers need all the personal health services available to married women and in addition many of them need a great deal of special help and continuous sympathetic support. In addition unmarried mothers seeking the help of the health visitors are, where appropriate, given the address of a Moral Welfare Worker from whom they may seek advice if they so desire. In many cases the Moral Welfare Worker and health visitor work together to ensure that an unmarried mother who wishes to remain at home and keep her baby shall receive as much help as possible. Many women in this position of course prefer to remain quite independent and make",Wandsworth,"married,women",bigram search,b18251250,Wandsworth.1967.b18251250.txt,1967,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"referred by the Children's Worker of the Care Committee. There are also a number of girls who come to the Child Care Officer of their own volition. There is a continuous flow of referrals to this Service as the Borough is blessed with a large number of maternity beds.Many women come from all parts of the British Isles to have their babies in London. It is estimated that in Queen Charlotte's Hospital alone 600 illegitimate babies are bom every year. Women living outside the Borough are not normally eligible for help with adoption. A proportion of the mothers referred are married women who have conceived the babies outside the marriage. ii) Procedure: Wherever possible expectant mothers are seen by the Adoptions Officer who either refers them elsewhere or recommen ds to the Panel that their cass be taken on.Detailed health and social history is taken and case work with her continues until the baby is born when the mother may decide to keep the child. Where expectant mothers wanting adoption for their babies are girls in care or women already known to the Service, the Child Care Officer concerned continues casework with them. In all cases the Adoptions Officer sees",HammersmithMetropolitanBorough,"married,women",bigram search,b18238300,HammersmithMetropolitanBorough.1967.b18238300.txt,1967,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"Social Security concerned mainly with the London Borough of Greenwich are those located at Deptford, Eltham and Woolwich. Regions covered by these offices are, unfortunately, based upon postal districts and not upon local authority areas but, nevertheless, for most practical purposes the figures quoted are reasonably representative of the Borough's morbidity, subject to the following considerations :— (a) Figures refer to new claims only—they do not indicate the current ""live load"" which includes a good deal of long term sickness. (b) Figures relate only to persons insured for sickness benefit. Sickness, therefore, in children, the aged, the non-employed and ""exempt"" married women is not included. (c) Injury benefit figures relate to all employed persons. New Claims to Sickness and Industrial Injury Benefit Year Ended 31st December, 1967 Sickness Benefit Injury Benefit Quarter ended 31.3.67 Deptford 5,522 303 Eltham 6,490 306 Woolwich 6,685 443 Quarter ended 30.6.67 Deptford 4,739 356 Eltham 5,632 343 Woolwich 5,617 405 Quarter ended 30.9.67 Deptford 4,417 456 Eltham 5,129 334 Woolwich 4,665 393 Quarter ended 31.12.67 Deptford 5,157 354 Eltham 6,499 365 Woolwich 6,113 423 Totals: 66,666 4,481 80 SECTION IV PERSONAL HEALTH AND RELATED SERVICES Since the Maternity and Child Welfare Act of 1918, local",Greenwich,"married,women",bigram search,b18237873,Greenwich.1967.b18237873.txt,1967,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"this influence. In the following table, which indicates fertility rates calculated for the Borough since its inception in 1965, (c) is the most and (a) the least accurate of the three methods usually employed to portray fertility: — general fertility 1965 1966 1967 1968 (a) Crude Birth Rate (per 1,000 pop.) 16.11 16.10 15.62 *14.86 (b) General Fertility Rate (per 1,000 women 15-44 years) 80.68 80.44 78.37 74.44 (0 Legitimate (a) Crude Birth Rate (per 1,000 pop.) 14.75 14.71 14.04 13.42 b) General Fertility Rate (per 1,000 women 15-44 years) 73.85 73.51 70.41 67.18 (c) General Fertility Rate (per 1,000 married women 15-44 years) 117.22 120.13 111.76† 106.64 (if) Illegitimate (a) Crude Birth Rate (per 1,000 pop.) 1.36 1.39 1.59 1.45 (b) General Fertility Rate (per 1,000 women 15-44 years) 6.82 6.93 7.96 7.26 (c) General Fertility Rate (per 1,000 unmarried women 15-44 years) 18.54 18.72 21.53 ‡19.62 * England and Wales Rate— 16.9 † England and Wales Rate—118.1 ‡ England and Wales Rate— 22.8 44 Deaths Populations are not similarly constituted and their crude Death Rates therefore fail as true comparative mortality indexes in that their variations are not due to mortality alone, but arise also from differences in",Greenwich,"married,women",bigram search,b18237885,Greenwich.1968.b18237885.txt,1968,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"assistant nurses, and other trained N.N.E.E.B. nurses went on to Teacher Training Colleges or into hospital for further training. In recent years, however, the trend has been at the end of training to try other jobs with more attractive hours of work - namely the Nursery Schools and Save the Children Fund. Nursery Nurses want more experience with older children and talk about employment in nurseries on board Ocean Liners, Air Hostess work and the Women's Police Force. It seems that recruitment to Day Nursery Service has reached a full cycle, losing the young nurse and being replaced by young married women with families. This maturity is valuable, and they are without doubt the nucleus of a good Nursery staff. The Nursery nurse marries at an earlier age and then uses her Certificate when her family has reached school age. - 31 - Many Play-Groups are now staffed with the young N.N.E.E.B. nurse who is keeping her contact with young children, and who one day will return to the Day Nursery. In the early days, the lists of children awaiting admission at all the Nurseries were long due to the lack of school places, but as more of these became",Walthamstow,"married,women",bigram search,b19877067,Walthamstow.1968.b19877067.txt,1968,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"important developments in the mental health service in 1968 was the project of linking social workers to general medical practices. Following on the symposium held in 1967, at which a general practitioner suggested that it would be helpful to link social workers with general practitioners, arrangements were made for a psychiatric social worker to spend one afternoon session a week in the surgery of a general practitioner in the Wandsworth Central area. The social worker has been carrying out this work for 12 months, and in the year has had 68 surgery interviews. Most of the patients referred were young married women at home, perhaps because the session was held in the afternoon. Many of the patients were presenting physical symptoms and would not 83 normally have seen a social worker, but it was felt by the family doctor that there were unexplored emotional factors for which the patient needed help. Some patients showed problems in the management of their young children, others were at a crisis point in their life, e.g. separation from husband. The social worker endeavoured to identify certain specific areas of difficulty either in the patient herself or relating to her family, where it might be",Wandsworth,"married,women",bigram search,b18251262,Wandsworth.1968.b18251262.txt,1968,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"plans to increase the staffing establishment of the Welfare Services by the introduction of three Welfare Assistant posts - one for each of the three geographical teams — became possible and it was anticipated that the vacancies would be filied early in 1970. It is significant that whilst there was only a limited response to our advertisements for an Assistant Principal Social Worker and the Social Welfare Officer vacancies, particularly from professionally qualified ancj/ or experienced people, our advertisement of the Welfare Assistant posts produced almost a hundred enquiries and over thirty applications. It has become apparent that among mature married women there are many who, though they may lack high academic or professional qualifications, nevertheless have the necessary qualities of personality and a desire to give service to the community which renders them a rich potential source of recruitment to the staff of Welfare Services at a Welfare Assistant level. Unfortunately, whilst plans to integrate the existing social work departments of King George Hospital and Chadwell Heath Hospital into the community based services were completea, it was not possible to advertise a joint appointment until the end of 1969 and the response was so limited that the post will",Redbridge,"married,women",bigram search,b19883304,Redbridge.1969.b19883304.txt,1969,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"St. Bartholomews Hospital are now a regular feature of the Assistant Health and Welfare Officers' work. The talks on Health and Hygiene to school children took place in the Sir John Cass's Foundation Junior and Primary School. Posters and leaflets are supplied for display in St. Bartholomew's Hospital Out Patients Department and at the Citizens Advice Bureau,. Family Planning Rent free premises are provided for the Family Planning Association at Milton Court where three lunch-time and one evening sessions are held each week for City Workers and residents The Corporation continues to underwrite the cost of consultations and supplies to married women residents referred on medical grounds. Following the National Health Service (Family Planning) Act, 1967, the Corporation also underwrites the cost of consultations to married women residents or other residents who seek advice on social grounds. The Corporation has also agreed to give a grant to the Family Planning Association. The Association has submitted the following report on their work in the City:- ""During 1969 the Clinic for family planning continued to expand and by the end of the year the four weekly sessions were always fully booked. Three of these are lunch-time sessions which seem to be greatly",CityofLondon,"married,women",bigram search,b18253866,CityofLondon.1969.b18253866.txt,1969,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"Census, the following table indicates fertility rates calculated for the Borough since 1965 in which (c) is the most and (a) the least accurate of the three methods usually employed to portray fertility:— 43 Fertility 1965 1966 1967 1968 1969 GENERAL (a) Crude Birth Rate (per 1,000 pop.) 16.11 16.10 15.62 14.86 14.36 (b) General Fertility Rate (per 1,000 women 15-44 years) 80.68 80.44 78.37 74.44 71.71* LEGITIMATE (a) Crude Birth Rate (per 1,000 pop.) 14.75 14.71 14.04 13.42 12.89 (b) General Fertility Rate (per 1,000 women 15-44 years) 73.85 73.51 70.41 67.18 64.37 (c) General Fertility Rate (per 1,000 married women 15-44 years) 117.22 120.13 111.76 106.64 98.09† ILLEGITIMATE (a) Crude Birth Rate (per 1,000 pop.) 1.36 1.39 1.59 1.45 1.47 (b) General Fertility Rate (per 1,000 women 15-44 years) 6.82 6.93 7.96 7.26 7.34 (c) General Fertility Rate (per 1,000 unmarried women 15-44 years) 18.54 18.72 21.53 19.62 21.35‡ * England and Wales 86.24 Greater London 78.2 † England and Wales 114.6 Greater London 111.9 ‡ England and Wales 23.34 Greater London 23.21 Fertility of Immigrants Hitherto, very little accurate information has been available concerning immigrants and their fertility although it is generally understood that not only are",Greenwich,"married,women",bigram search,b18237897,Greenwich.1969.b18237897.txt,1969,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"Average per session 1.8 Total attendances 9,557 Defects treated: Athlete's foot 94 Verrucae 925 Ringworm — body 7 Impetigo 76 Other skin diseases 130 Eye diseases 10 Ear diseases 29 Miscellaneous: Bruises, lacerations etc. 334 RECUPERATIVE HOLIDAY HOMES Schoolchildren (including nursery school children) Number admitted during year 227 * * also includes 96 pre-school children 134 SCHOOL DENTAL SERVICE REPORT OF THE PRINICPAL SCHOOL DENTAL OFFICER 1970 Staffing It is pleasing to report that there has been less difficult than hitherto in obtaining sufficient dental officers both full-time and sessional, to maintain the service. For sessional work a number of married women with children who wish to resume their professional life have been attracted to the service. The difficulties which have occurred in some areas in recruitment of dental surgery assistants have not yet become acute in Lambeth, but because of the relatively low salary scale the number of suitable applicants is severely limited. The staffing position as at 31.12.70 was as follows:— Principal School Dental Officer Senior Dental Officer *2 full-time Dental Officers 6 sessional Dental Officers (2.6 full-time equivalent) 1 Dental Auxiliary 9 full-time Dental Surgery Assistants 3 Sessional Anaesthetists were also employed *3 for most of year",LambethMetropolitanBorough,"married,women",bigram search,b18239961,LambethMetropolitanBorough.1970.b18239961.txt,1970,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"recommendation of the family doctor and the amount of service is assessed on need and availability of home helps by the Home Help Supervisor. A charge is made based on the cost of the service, but is reduced according to the recipient's means, where necessary. The establishment of the equivalent of 60 full time home helps has never been reached, and at 31st December 1970 there were 74 home helps, equivalent to 36 full time staff. During the year 97 applicants were interviewed; 39 of these were not considered suitable or found other employment. There is a potential reservoir of married women who are interested in doing this type of work but cannot make arrangements for their school children to be cared for during the school holidays. These recruitment difficulties have resulted in heavy pressure on existing staff which has in some instances proved inadequate to meet the demands on the service. Despite these difficulties a total of 65,207 hours of service were devoted to the care of the sick and elderly in the borough. The following are details of the households assisted during the year: Category Number Assisted Persons aged 65 or over at time of visit 814 Chronic",KingstonuponThames,"married,women",bigram search,b19875320,KingstonuponThames.1970.b19875320.txt,1970,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
