contextText,location_fromMOH,searchCriteria_list1,searchCriteria_type,source_bNumber,source_fileName,time_year
"0.58 deaths from cancer 76 85 103 rate per 1,000 population 1.1 1.3 1.5 12 cleansing stations. the cleansing station which was included in the architectural design of the council's slipper baths was opened for the treatment of cases in september, 1941. the arrangement was that the attendant and his wife would carry out the treatment of cases attending the centre. the original estimate of the attendances for treatment based on peace-time experience was soon so grossly exceeded by the almost epidemic incidence of scabies that arrangements were made for nursing auxiliaries from the first aid post to give assistance.",MertonandMorden,wife,single term search,b1988266x,MertonandMorden.1940.b1988266x.txt,1940
"or seals at half rate and the scale adopted is based on that used by the k.c.c. assistance board as under: (a) total family income, less (b) expenses (rent, rates, insurance, travelling expenses to and from work and abnormal expenses). (c) living allowances: head of household l6/- (all plus 25% wife 10/- (but less 2/- dependent adults over 16 16/- (in respect of children ,over 10, each 6/- (each child of ""under 10,each 5/- provided. with free meals. (d) the resulting figure-referred to as available come to be divided by the number in family- if this resulting figure is less",Bromley,wife,single term search,b19821505,Bromley.1941.b19821505.txt,1941
"prepared, they have been most gratefully accepted by many mothers. in times of war one thinks of success or failure in terms of military victories or military defeats. but wars are won not only in the battle field. the morale of the soldier depends largely on his satisfaction that his wife and children are being well looked after, and so far it has been possible to reassure him on this point. if councillors and officials, by their continued labours can maintain the health of the women and children through the remaining period of the war, i think that they will",Enfield,wife,single term search,b19789300,Enfield.1941.b19789300.txt,1941
"adjustment was made to the income scale in march, 1943, which removed certain anomalies which had arisen. income scale. total income of parents, less (a) expenses (rent, rates, insurances, travelling expenses to and from work, and abnormal expenses which should be clearly stated). (b) living allowances: head of household 16/- wife 10/- all dependent adults over 16 10/- plus children over 10, each 6/- 25 per cent. children under 10, each 5/- the resulting figure referred to as available income to be divided by the number in family. if this resulting figure is less than 1/- free meals should be",Bromley,wife,single term search,b19821529,Bromley.1943.b19821529.txt,1943
"at the direction of the ministry of health. cleansing station. as will be seen from the appended table, 3,108 attendances were made at the cleansing centre. this figure compares with 2,049 in 1942. the supervision of the treatment is carried out by a trained nurse, and the attendant and his wife who were originally appointed for the slipper baths, and in addition to carry out treatment in the cleansing section, have been assisted by nursing auxiliaries from the first aid post. the cleansing station which was specially designed for this purpose and which contains an electric disinfector, has been of",MertonandMorden,wife,single term search,b19882671,MertonandMorden.1943.b19882671.txt,1943
"child welfare services, such home helps being allocated to families during the confinement of the mother and for incapacity immediately afterwards. the types of cases to be considered with the domestic help service are, for example: (a) where the housewife falls sick or must have an operation. (b) where the wife is suddenly called away to see her husband in hospital, and arrangements have to be made to look after the children. (c) with elderly people who are infirm or one of whom suddenly falls ill. (d) where .several members of the family are ill at the same time—e.g., during",Wembley,wife,single term search,b19796328,Wembley.1944.b19796328.txt,1944
"are made by the health department through the women's voluntary services for the evacuation of babies to the residential nurseries maintained by the women's voluntary services. there is, however, great difficulty in securing places for babies. (h) in special cases, e.g., where the mother is very young or is the wife of a man not the father of the child, giving advice about legal adoption. the health visitor advises any mother wanting her child to be legally adopted to go to an adoption society or the court probation officer if she has an adopter in view. 22 hostel. paragraphs (e),",Willesden,wife,single term search,b19796924,Willesden.1944.b19796924.txt,1944
"include all cases of pulmonary tuberculosis the scheme might still be amplified to fill gaps such as the married woman who is advised to give up a gainful occupation but is ineligible to participate in the scheme because she is regarded as the dependent of her husband, or the pregnant wife who must wait for her child to be born before becoming eligible for any extra financial help from any source, unlike the wives of service men who get an ante-natal grant. cases occur where the pregnant woman works right up to the last in order to provide for the",LambethMetropolitanBorough,wife,single term search,b18239705,LambethMetropolitanBorough.1944.b18239705.txt,1944
"treatment, either at home or in sanatorium. so far as the county of london is concerned the london county council are the assessing authority for the payment of allowances, but the minister has laid down a scale of payments which is as follows:— a tuberculous married man with a dependent wife or a tuberculous wife whose husband is dependent on her income, receives jointly 39s. per week while the patient is undergoing treatment at home, this sum being decreased by ten shillings should the patient be in sanatorium. a single person is entitled to 25s. per week, while away from",CityofLondon,wife,single term search,b18253611,CityofLondon.1944.b18253611.txt,1944
"the ministry of health have now empowered local authorities to engage the necessary domestic helps. the following are examples of the type of case which will be considered as coming within the provisions of the scheme:— (a) where the house-wife falls sick or must have an operation. (b) where the wife is suddenly called away to see hei'husband in hospital and arrangements have to be made to look after the children. (c) elderly people who are infirm, or, one of whom suddenly falls ill. (d) where several members of the family are ill at the same time, e.g. during influenza",Greenwich,wife,single term search,b18237654,Greenwich.1945.b18237654.txt,1945
"agreed to the erection of 315 temporary houses, including 50 of the american type, and the public health committee, through their letting sub-committee had the difficult task of selecting tenants for these dwellings. owing to size, these houses being deemed suitable only for families of 3 or 4, e.g., husband, wife and not more than two children, it was decided that only those families without separate accommodation of their own, that is families sharing accommodation with friends or relatives, could be considered. some 1,885 families came under this category, and therefore only one in six could be successful. the problem",Tottenham,wife,single term search,b19881824,Tottenham.1945.b19881824.txt,1945
"and rearing a family. the daily post of a medical officer of health contains many letters in no indefinite terms, setting forth the demands of the ex-service man. in many cases these letters have shown that during his absence on service he has not realised the difficulties with which his wife has had to contend: the bad housing, the queueing, the difficulties of providing the right and proper food for children. his return home has added to his wife's domestic difficulties, for there has been one more to house and one more to feed. the letters i have received certainly",StPancrasMetropolitanBorough,wife,single term search,b18252217,StPancrasMetropolitanBorough.1945.b18252217.txt,1945
"treatment, either at home or in sanatorium. so far as the county of london is concerned the london county council are the assessing authority for the payment of allowances, but the minister has laid down a scale of payments which is as follows:— a tuberculous married man with a dependent wife or a tuberculous wife whose husband is dependent on her income, receives jointly 39s. per week while the patient is undergoing treatment at home, this sum being decreased by ten shillings should the patient be in sanatorium. a single person is entitled to 25s. per week, while away from",CityofLondon,wife,single term search,b18253623,CityofLondon.1945.b18253623.txt,1945
"or part-time domestic help for persons who are sick or infirm who are unable to obtain the domestic help of which under present conditions 'they are in need. typical examples to whom help is given are : — where the housewife falls sick or must have an operation. where the wife is suddenly called away to see her husband in hospital and arrangements have to be made to look after the children ; with elderly people who are infirm or one of whom suddenly falls ill; where several members of a household are ill at the same time, e.g. during",Erith,wife,single term search,b19789865,Erith.1945.b19789865.txt,1945
"a scheme of domestic help. reasonable expenses would in either case be reimbursed by the ministry. the following types of case were specified as being eligible for assistance under the scheme : — (a) where a housewife falls sick or is obliged to undergo an emergency operation. (b) where a wife is suddenly called away to visit her husband in hospital, and arrangements must therefore be made for the separate care of the children. 21 (c) cases of infirmity or sudden illness in the elderly. (d) simultaneous illness of several members of the same family. (e) other temporary domestic predicaments",RichmonduponThames,wife,single term search,b19879854,RichmonduponThames.1945.b19879854.txt,1945
"removed to hospital the same day. the circumstances were that a doctor discharged from the army, left india on the 9th january, immediately prior to which he had been in contact with smallpox. he arrived in this country on the 15th january, and it would appear that he infected his wife and daughter, as the history shows that he himself had symptoms of smallpox. a thorough disinfection of the premises was carried out immediately after removal of the patients and every endeavour was made to trace all possible contacts. the main difficulty was in connection with the school which the",HampsteadMetropolitanBorough,wife,single term search,b18238518,HampsteadMetropolitanBorough.1946.b18238518.txt,1946
"the bulk of these pneumonia cases in the first year of life are due to what we call an autogenous infection, that is the germ is present in the throat of page 13 the health of barking the midwife arrives: the anxious father carries the apparatus that will save his wife pain. healthy infants where it does no harm under normal conditions. when conditions are adverse for the child; when nutrition is poor, or clothing unsuitable ; housing is bad or where there is lack of fresh air and sunlight; or when, above all, proper parental care is lacking, then",Barking,wife,single term search,b19784363,Barking.1946.b19784363.txt,1946
"building during the war was considerably aggravated and remains at the present time the most serious of the many social problems which beset us. difficulties in the process of re-settlement in civilian life inevitably occurred as a result of the enforced separation, over a number of years, of husband and wife and children and parents. the shortage of food and other commodities remained so that in many ways the stern discipline of the war-time years was continued. it is remarkable, therefore, in view of these factors, to be able to report that the general health of the community, as evidenced",Bexley,wife,single term search,b19785185,Bexley.1946.b19785185.txt,1946
"help in the home where there were persons sick or infirm, whether through old age or otherwise, and that the type of cases to which, in the ministry's view, attention should be given were as follows:— (а) where the housewife falls sick or must have an operation. (b) where the wife is suddenly called away to see her husband in hospital and arrangements have to be made to look after the children. (c) with elderly people who are infirm, or one of whom suddenly falls ill. (d) where several members are ill at the same time, e.g., during an influenza",Ilford,wife,single term search,b19876129,Ilford.1946.b19876129.txt,1946
"treatment, either at home or in sanatorium. so far as the county of london is concerned the london county council are the assessing authority for the payment of allowances, but the minister has laid down a scale of payments which is as follows:— a tuberculous married man with a dependent wife or a tuberculous wife whose husband is dependent on her income, receives jointly 39s. per week while the patient is undergoing treatment at home, this sum being decreased by ten shillings should the patient be in sanatorium. a single person is entitled to 25s. per week,, while away from",CityofLondon,wife,single term search,b18253635,CityofLondon.1946.b18253635.txt,1946
"the council decided that no special allowances could be made in the points scheme for these cases. with regard to families evacuated under government schemes, the council were of opinion that considerable distress was being experienced by these families as a result of the separation of the husband from his wife and family, and they directed that a special points allowance should be made in such cases. overcrowding was deemed to be the over-riding factor in assessing the merits of applicants for rehousing, and it was agreed to allocate points in accordance with the scheme for temporary houses. the council",Tottenham,wife,single term search,b19881836,Tottenham.1946.b19881836.txt,1946
"proceedings. defendant. cause of proceedings. result. william reed, ""duke of york"" public house, 47, borough rd. selling gin 36,5 degrees under proof. pined £10 do refusal to sell to the council's inspector a sample of rum exposed for sale. fined £5 and £6.6.0 costs. do obstruction by wilfully permitting his wife to remove the contents of a bottle of whisky after the council's inspector had applied to purchase a quantity of the whisky as a sample. fined £5 and £6.6.0 costs. mrs. imogen reed, ""duke of york"" public house, 47, borough rd. obstruction by removing the contents of a bottle",Southwark,wife,single term search,b18246655,Southwark.1946.b18246655.txt,1946
"table does not call for much comment, except that there were 13 cases of diphtheria and 7 of infantile paralysis. all the diphtheria cases occurred in the first half of the year and the majority of them were in the same neighbourhood, yet with the exceptions of a husband and wife in one instance and a brother and sister in another, no connection between the cases could be traced. the age distribution of the cases was rather odd in that 8 were over 20 years, 2 between 5 and 15 years and 3 under 5 years. only one case had",Finchley,wife,single term search,b19790326,Finchley.1946.b19790326.txt,1946
"time. 8 were children of staff at the nurseries. 3 had mothers who married after the child was admitted. 3 were admitted on account of the mother's poor health. 2 had fathers in only temporary employment or unemployed a long time. 2 (sisters) had a father completely irresponsible and lazy. wife had reported him three times for neglect. 1 had mother who was a state registered nurse. 1 had father in prison. 1 child was very backward, and home conditions most unsatisfactory. 103 this left only 27 children, out of a total of 130, who had been admitted from the",StPancrasMetropolitanBorough,wife,single term search,b18252230,StPancrasMetropolitanBorough.1947.b18252230.txt,1947
"treatment, cither at home or in sanatorium. so far as the county of london is concerned the london county council are the assessing authority for the payment of allowances, but the minister has' laid down a scale of payments which is as follows:— a tuberculous married man with a dependent wife or a tuberculous wife whose husband is dependent on her income, receives jointly 39s. per week while the patient is undergoing treatment at home, this sum being decreased by ten shillings should the patient be in sanatorium. a single person is entitled to 25s. per week while away from",CityofLondon,wife,single term search,b18253647,CityofLondon.1947.b18253647.txt,1947
"preparations before discharge is made more apparent by cases which arise from time to time, 59 where a patient leaves hurriedly at three days' notice, stating optimistically that everything will be all right, only to be faced with disillusionment and the possibility of a relapse when he finds perhaps a wife unprepared and not quite sure how to treat him, or unemployment and financial stress. patients leaving hospital on trial. seventeen patients were sent out on trial during the year. of these, 3 men went back to their old employers, but on lighter work; 1 returned to his former job",WestHam,wife,single term search,b19881514,WestHam.1947.b19881514.txt,1947
"full-time home helps were engaged on maternity cases, and 126 mothers received their services during the year. 26 the domestic help service was available to the following classes of patient in need of domestic help: — (1) when the housewife falls sick or must have an operation. (2) where a wife is suddenly called away to see her husband in hospital, and arrangements have to be made to look after the children. (3) elderly people who are infirm or one of whom suddenly falls ill. (4) where several members are ill at the same time, e.g., an influenza epidemic. this",Mitcham,wife,single term search,b19882178,Mitcham.1947.b19882178.txt,1947
"the centre of the meat in a tin of corned beef. this was obviously introduced during packing abroad. details were given to the food executive officer. (4) several other specimens were brought to me such as cheese alleged to taste and smell bad and which neither the complainant or his wife could eat. this proved to be some french gruyere of normal taste and satisfactory quality. margarine alleged to have a ""funny taste"". in one instance it was found to be normal in composition with no evidence of developed rancidity, but in a second instance the taste was confirmed and",MaldenandCoombe,wife,single term search,b19883079,MaldenandCoombe.1947.b19883079.txt,1947
"a form on which he states particulars of his family and his normal wages, and his case is brought before the l.c.c. assessment officer the following friday, when the details given are considered in full and a grant is made according to seals i.o. so much for the patient and wife and each child. if the patient has a high rent or other additional expenses which are considered reasonable, a discrtionary allowance is made in many cases. during the time that the patient is ill help is given with clothing, bedding, fares etc, through the care committee and arrangements are",Southwark,wife,single term search,b18246667,Southwark.1947.b18246667.txt,1947
"health section. mainly due to the tremendous difficulty in obtaining housing acconv modation, young married couples are finding themselves accommodated in one and two rooms, oft times to the social detriment of family relations. it is in fact becoming frequent to have a husband living with his relatives and the wife with her relatives. the prospect of housing is not at all bright. i regret to have to mention that there is an increase in the incidence of tuberculosis. the number of beds available in sanatoria is still too few to cope with the number of cases. happily, however, in",Edmonton,wife,single term search,b19788903,Edmonton.1948.b19788903.txt,1948
"7 tons as compared with 1,094 tons during the previous year. see page 16. launches. the authority's launch m.v. ""alfred roach"" built by messrs. john i. thornycroft & co. ltd., at their works at hampton, -was named on the 21st july, 1948, at an appropriate ceremony by mrs. d.e. eriebach, wife of the deputy chairman of the port health committee. after satisfactory trials the launch was subsequently handed over to the authority on the 1st october, 1948 and at once put into commission on the lower reaches of the river. she has, so far, given every satisfaction and it is",PortofLondon,wife,single term search,b19884643,PortofLondon.1948.b19884643.txt,1948
"require the very closest co-operation between the medical officers of health of the districts in which the cases reside and your medical officer. in two instances reports were received of persons being taken ill after consuming food purchased in the city and consumed at home. one involving a husband and wife appeared to be typical staphylococcal food-poisoning, but bacteriological examination of poloni sausage, sausage meat, egg substitute powder and pudding mixture, revealed no pathogens and no gross contamination with non-pathogenic organisms. the other involved five persons living in ipswich who had eaten pressed beef which had been purchased in the",CityofLondon,wife,single term search,b18253659,CityofLondon.1948.b18253659.txt,1948
"after the baby is born. then comes john once more, and this time, quite frankly, he is in a temper. it is ;uite possible he does not want to be in a bad temper, but the situation at home is going from bad to worse and he has promised his wife that he will make the rehousing people "" do something about it."" housing applications. number of names on the waiting list at the beginning of the year 3,370 number of names added to the list 962 number of names removed from the list 844 number of names remaining on",Barking,wife,single term search,b19784387,Barking.1948.b19784387.txt,1948
"the number available after october 1st, 1948, would be 1,438. on the other hand the number of housing applications received by september 30th, 1948, was 6,327. the allocation of the 2,175 houses was decided as: one-bedroomed, available for man and wife, 196, a percentage of nine; two-bedroomed, available for man, wife and one child, 676, or 31 per cent; three-bedroomed, available for man, wife and two or three children, 1,205, or 55 per cent.; and four-bedroomed, available for man, wife, and four or more children, 98, or 5 per cent. allocation of houses. local authorities have available for letting their",Harrow,wife,single term search,b1982449x,Harrow.1948.b1982449x.txt,1948
"60 st. stephen's road 89 roman road 84 total 293 32 applications for admission far exceeded the number of places available, and the council decided upon priority classes for admission, which are shewn below :— husband unemployed or frequently ill and unable to work full-time. widow. husband in the forces. wife separated or deserted. mother in hospital. unmarried mother. married mother working full-time/part-time, and husband in full employment. there were long waiting lists for admittance to all the nurseries at the end of the year. of the four nurseries, three will eventually be taken over by the education department for",EastHam,wife,single term search,b19874765,EastHam.1948.b19874765.txt,1948
"of the eleven individual cases of food poisoning notified:- case no. 1 female aged 1¾ years suspected food: agent identified: duck eggs. salmonella aertrycke. this patient fell ill on 24th april with diarrhoea and was admitted to hospital the following day. investigations revealed that on 23rd april, the family (man, wife and 2 children) had eaten pancakes made with duck eggs. the mother suffered from slight diarrhoea at the same time as the patient, but father and the other child suffered no ill effects. the mother's faeces revealed the presence of sonne bacillus (dysentery). case no. 2 male aged 6l",KensingtonMetropolitanBorough,wife,single term search,b18235955,KensingtonMetropolitanBorough.1948.b18235955.txt,1948
"home helps 27 were engaged on maternity cases, and 39 (121) mothers received their services during the period. the domestic help service was available to the following classes of patient in need of domestic help: — (1) when the housewife falls sick or must have an operation. (2) where a wife is suddenly called away to see her husband in hospital, and arrangements have to be made to look after the children. (3) elderly people who are infirm or one of whom suddenly falls ill. (4) where several members are ill at the same time, e.g., an influenza epidemic. this",Mitcham,wife,single term search,b1988218x,Mitcham.1948.b1988218x.txt,1948
"on the 8th february, 1949 and the following list shows the ports of call and the dates:- brisbane 8.2.49 bombay 10.3.49 sydney 18.2.49 aden 15.3.49 melbourne 19.2.49 port said 18.3.49 adelaide 22.2.49 marseilles 25.3.49 fremantle 26.2.49 london 2.4.49 colombo 7.3.49 history of case. 1. a passenger mr. r.a. and his wife occupying the same cabin on board went ashore at bombay for a few hours. it is not known exactly what they did ashore but presui ably they visited various parts of the town. neither mr. a. nor his wife had ever been vaccinated. 2. on the 24th march mr.",PortofLondon,wife,single term search,b19884655,PortofLondon.1949.b19884655.txt,1949
"e.f.m. bungalows. by far the heaviest demand for accommodation came from those families whose minimum requirements were two bedrooms, whilst the greatest proportion of accommodation on the council's estates contained three bedrooms. consideration of this led to reconsideration of the earlier policy of allocation whereby a family comprising husband and wife and two children of the same sex were allocated two bedroomed accommodation, and in february it was decided that families with two children, even though they be of the same sex, should be considered for three bedroomed accommodation so as to ease the demand on the limited supply of",Greenwich,wife,single term search,b18237691,Greenwich.1949.b18237691.txt,1949
"and three were removed to hospital. one case was re-diagnosed in hospital as seborrhiœc dermatitis. food poisoning. three cases were notified and removed to hospital. in one case, a boy aged three months, the causative organism was found to be salmonella typhimurium. 1 he other two cases were husband and wife and the causative organism was not discovered. measles. . 172 cases were notified and 31 were removed to hospital. two of the cases removed to hospital were subsequently re-diagnosed as german measles and respiratory catarrh respectively. ophthalmia neonatorum. three cases were notified and two were removed to hospital. pneumonia",HolbornMetropolitanBorough,wife,single term search,b18238920,HolbornMetropolitanBorough.1949.b18238920.txt,1949
"one 11/4 years old, three 2 years old, one 3i years old, three 4 years old, one 6 years, old and one 9 years old. there were two adults—one female who worked at a hospital suffered a mild attack and the remaining case is interesting, being an adult male whose wife was working in the ""polio"" ward of a large fever hospital. another interesting case is that of a child who was taken ill at a holiday camp, saw the camp doctor who prescribed a tonic, and a few days after arriving home became weak in her limbs. the first",Acton,wife,single term search,b19783796,Acton.1949.b19783796.txt,1949
"a person suffering from tuberculosis to have at least a sleeping room to himself, there is overcrowding which is dangerous and injurious to health—not so much to the patient himself, but to those with whom he shares the room. the worst case of overcrowding was that of a husband and wife and five children who occupied two rooms. three members of this family, father and two children, were notified cases of pulmonary tuberculosis. furthermore, the rooms they occupied were underground rooms within the meaning of the housing act, 1936, and did not comply with the regulations thereof as to fitness",StPancrasMetropolitanBorough,wife,single term search,b18252254,StPancrasMetropolitanBorough.1949.b18252254.txt,1949
"alone, dirty, neglected, violent. contacted private doctor re certifiability. elderly lady 80+ years 1.7.49 neighbour unclean. in need of care and attention. corresponded with private doctor. arranged home help. elderly lady 86 years 31.10.49 neighbour feeble, alone. taken to live with her daughter. elderly gentleman. 71 years 8.11.49 son colostomy. wife unable to keep him clean. referred to private doctor and kingston hospital who have agreed to endeavour to reconstitute the bowel. elderly gentleman. 76 years 8.12.49 son senility. incontinent referred to private doctor who will obtain hospital admission. elderly gentleman, 78 years 24.12.49 daughter bad fall. cannot move. weak",KingstonuponThames,wife,single term search,b19875113,KingstonuponThames.1949.b19875113.txt,1949
"reception house which is maintained by the council in the health centre, was used on two occasions during the year for persons who could not remain in their rooms whilst these were being cleansed and repaired. in one case by one elderly man, and in the other by a husband, wife and five children. 27 disinfection. disinfection is carried out in all cases after infectious disease has occurred when this is considered necessary, and in other casese on request generally after advice has been given that it would be advisable for it to be carried out. during the year it",FinsburyMetropolitanBorough,wife,single term search,b18237356,FinsburyMetropolitanBorough.1949.b18237356.txt,1949
"be more than a thousand families in the town where this is happening now. in cases where family care has failed for any reason, the deterioration in social conditions rapidly becomes serious. i was called to see a man well over 60 years of age who was ill and whose wife was in hospital. they had previously taken in and cared for the man's mother who was aged 93. they lived in an upstairs flat; the aged mother had insisted in having her own room; she attempted to maintain herself as independently as she could, doing her own ineffectual cooking",Twickenham,wife,single term search,b19879271,Twickenham.1949.b19879271.txt,1949
"room was stacked high with furniture and rubbish, which even overflowed on to the large double bed. i visited the case with the sanitary inspectors, and after consultation decided to try and -rehabilitate the. couple and prevent their home from being broken up. to clear the decks, both husband and wife were removed reluctantly under a magistrate's order for three months - she to a hospital and he to a welfare institution. the district sanitary inspector got the landlord to repair and decorate the room, impossible to tackle beforehand. under section 122 of the public health (london) act, 1936, the",Stepney,wife,single term search,b19823058,Stepney.1950.b19823058.txt,1950
"cafes, the provision of adequate cold storage and counter show cases. most of the large ""multiple stores"" have improvement schemes in progress or in hand. the inspection of general stores is progressing but presents a number of difficulties. in some instances it has been found that the proprietor and his wife have had no training in food hygiene and possess very limited knowledge regarding hygienic standards. in most cases advice is gladly accepted, and suggested improvements in the conduct of their businesses are well received. a considerable number of the more successful storekeepers take a pride in keeping their small",Walthamstow,wife,single term search,b19876737,Walthamstow.1950.b19876737.txt,1950
"the previous autumn. in another row of six houses (almost the only ones in the parish, so it appeared, with rooms below ground level) there had been thirty-three cases of typhus. as a particularly glaring example of the baneful effects of overcrowding he mentioned alfred cottages, where a man, his wife and six children occupied a single room: ""the man ill in bed, one boy sick with smallpox and the whole in a filthy state."" he had found deficiencies in the ventilation of houses on a wholesale scale; no fewer than twenty-three courts, yards and alleys, comprising 256 houses and",Tottenham,wife,single term search,b19881873,Tottenham.1950.b19881873.txt,1950
"between the amount of repairs absolutely necessary and the amount otherwise desirable, having regard to the enormous rise in the cost of building and repair work. let us consider an ordinary small two-storey terrace house having three bedrooms, two living rooms and a kitchen, and occupied by a man, his wife and say four children. the house is over 40 years old and has a controlled rent of 10s. 6d. per week inclusive of rates. over the years the fabric has deteriorated so that now the house needs extensive repairs. it has had a succession of tenants some of whom",Twickenham,wife,single term search,b19879283,Twickenham.1950.b19879283.txt,1950
"tongue, ham or beef followed by custard and trifle. the circumstances were reported to the medical officer of health for mitcham, and it is understood that of the 26 guests at the reception, 11. had had symptoms similar to those experienced by the two kensington cases. (b) a husband and wife living in south kensington were notified as suffering from food poisoning following symptoms of pain and diarrhoea. however, the bacteriological examination of faeces specimens from these two patients showed negative results, and investigations made at the home did not reveal any definite source of infection. single cases. in addition",KensingtonMetropolitanBorough,wife,single term search,b18235979,KensingtonMetropolitanBorough.1950.b18235979.txt,1950
children who became ill when the family returned from holiday from a kent coastal town. the food suspected in this case was artificial cream in buns which the family had eaten whilst on holiday. a further case concerned a man whose grandchild had been ill with diarrhoea. as the patient's wife had been nursing the child it is possible she had transferred the infection to her husband. chicken dripping eaten by the patient was suspected in another case of food poisoning concerning a boy aged 12 years. other members of the family had not eaten this food and were not,Woolwich,wife,single term search,b19823721,Woolwich.1950.b19823721.txt,1950
"instructed that a cautionary letter should be sent to the person responsible. at the end of the year one overcrowded family had removed from the premises and the owner/occupier had abated the overcrowded conditions of his own family; he had, however, re-let one room to another family consisting of man, wife and a child aged 7 years, thus creating a fresh case of overcrowding. rehousing applications. where medical certificates are submitted by applicants for alternative housing accommodation, such cases are referred to the medical officer of health for his opinion as to whether additional points should be awarded on medical",Camberwell,wife,single term search,b18219299,Camberwell.1950.b18219299.txt,1950
"were infected by the flexner type of dysentery bacillus. by contrast the 5 cases notified from among the residents in the district were all isolated cases of the milder sonne type of dysentery. food poisoning. only two cases were notified which might have suffered from food poisoning, a husband and wife who had eaten a meal a quarter of an hour before the onset of symptoms. the most suspicious article in their diet was some bottled fruit, which may possibly have caused chemical poisoning. a series of gastro-intestinal upsets in another family was investigated, the vomit of one member having",Coulsdon,wife,single term search,b19786153,Coulsdon.1951.b19786153.txt,1951
"it was not until the housing act of 1935 that the great drive to abate overcrowding was taken. 2. there were two standards of crowding. the first was if two persons of 10 years of age or more of opposite sexes and not being persons living together as husband and wife had to sleep in the same room. the other was the number of units permitted in certain rooms, the adult being classed as one unit, the child of 1 to 10 years as a half-unit, and the child of under one year not at all. rooms under 50 sq.",Harrow,wife,single term search,b1982452x,Harrow.1951.b1982452x.txt,1951
"accommodation for workshops 1 miscellaneous 149 notices served. intimation notices 315 statutory notices:— public health act, 1936 62 housing act, 1936 movable dwellings. an application was received from the occupier of a lock-up shop for a licence to station a caravan at the rear of the premises to accommodate himself, wife and a girl aged 4 years. all the necessary services, including main drainage, being available a licence for one year was granted. overcrowding. it was possible in december, 1951, to check all the 301 cases known to the department and existing from 1950 or before. it was found that",MertonandMorden,wife,single term search,b19882750,MertonandMorden.1951.b19882750.txt,1951
"etc. two applications were made during the year to place caravans on sites in different parts of the borough. the difficulty which young families have to face with regard to housing accommodation was reflected in the case of the first applicant. he could not get suitable accommodation for himself, his wife and baby son, so he resorted to considering the prospect of living in a caravan. the public health committee considered the case carefully and decided to refuse the application, whereupon he appealed to a court of summary jurisdiction, which allowed the appeal, subject to the following conditions:— 1. a",WansteadandWoodford,wife,single term search,b19878655,WansteadandWoodford.1952.b19878655.txt,1952
"117 118 + 1 infant still born = 119 (two twin pregnancies) 119 10 both parents were living together in 48 cases and the mother was able to stay at home to look after the child. where both parents were living together, 4 mothers had husbands living, 1 father had wife living, 6 were awaiting a divorce, 2 have married since birth of infant, and no information was available for 35. nineteen infants were in the care of a relative and 13 in a day nursery, the 32 mothers going out to work. in general the infants were fairly well",Willesden,wife,single term search,b1979700x,Willesden.1952.b1979700x.txt,1952
that the experience in 1952 was not unusual or in any way adverse. an interesting outbreak of disease occurred in the family of an importer of tropical birds. the husband was taken suddenly ill with extreme exhaustion and collapse accompanied by feverish symptoms and headache; he later devoloped bronchitis. his wife made application for a home help to assist with the domestic work and the patient was taken to hospital at the end of a week. information was volunteered that many of the birds recently imported by this man had died and others were sick requiring the constant attention of,Wembley,wife,single term search,b19796407,Wembley.1952.b19796407.txt,1952
"committee, in association with the kent council of social service, has continued to function satisfactorily during the year. 39 families have been assistedpatients, and their dependents have been provided with clothing, relatives' fares have been paid to enable them to visit patients in sanatoria a holiday was arranged for the wife [ 19 ] and family of a patient after his removal to a sanatorium. a patient rehoused by the council had her home furnished with the assistance of the county committee. the cost of repairs to wireless sets has been paid and wireless licences purchased. the committee has a",Crayford,wife,single term search,b1978644x,Crayford.1952.b1978644x.txt,1952
"in the past four years and. fortunately, no deaths since 1945. table xviii on page 61 gives the incidence and fatality of this disease since 1920. food poisoning. there were no outbreaks of food poisoning during the year. there were in fact only 2 notifications. these concerned a husband and wife who both developed symptoms at about the same time. as they had both partaken of the same meals and had disposed of any remains it was not possible to find the cause of the illnesses. faecal specimens were taken and from one stool staph, aureas, coagulase positive, was isolated.",MertonandMorden,wife,single term search,b19882774,MertonandMorden.1953.b19882774.txt,1953
"a bit about it and try to understand why we act in certain ways—-sometimes steadily, sometimes emotionally, sometimes childishly, sometimes foolishly. the angry letter. a woman acquaintance came to see me recently. her opening remark was ""i must tell somebody about this trouble."" she showed me a letter from the wife of her husband's brother tom. i have rarely read a more scurrilous, virulent, malignant attack; in language bordering on the obscene, tom's wife called my friend mean, ungrateful, spiteful and scheming. the letter read 4 ""you should be ashamed to do a trick like this to tom and me",Twickenham,wife,single term search,b19879313,Twickenham.1953.b19879313.txt,1953
"was apparent from the information and investigations that the infection was within the premises. we therefore first concentrated on the food handlers. stool outfits were left for all staff and all residents, and it is of special interest to record that it was later found that the proprietor and his wife were the only ones who were unable to submit specimens. at these early stages of investigations, the water supply was examined. moore's sewer swabs were laid in the effluent from the lodge cesspool—all of which proved negative to typhoid. one of the first results of the pathological specimens to",Bromley,wife,single term search,b19821621,Bromley.1953.b19821621.txt,1953
