contextText,location_fromMOH,searchCriteria_bigram,searchCriteria_type,source_bNumber,source_fileName,time_year
"whose responsibility it is to make the day to day arrangements. During 1956, on the average the equivalent of 40 whole time Home Helps were employed in the Division; this at times necessitates the engagement of as many as 63 part or whole time Helps. A total of 903 cases were assisted, (i.e. 236 maternity, 23 tuberculosis, 281 chronic sick, aged or infirm and 363 acute cases) this being easily the highest number dealt with to date. Family Planning. Since 1945 a Family Planning Clinic has been provided for this District and it is now held at Westway, Caterham-on-the-Hill. Only married women whose health would be adversely affected if 34 advice were with-held can be seen and applications for appointments should be made to the Divisional Medical Officer at 115 Brighton Road, Purley. During 1956 only 93 persons were seen from the whole of the Division, the total attendance being 191. Health Visitation. The equivalent of about 8 whole time Health Visitors are employed in this District, and they visit in their homes the vast majority of ante-natal and nursing mothers and their children until these are of school age. They also are the School Health Visitors and attend most",Coulsdon,"married,women",bigram search,b19786207,Coulsdon.1956.b19786207.txt,1956
"London followed closely that for England and Wales until 1956 when the rise in the London rate preceded a similar rise in the country as a whole, but in 1957 the two rates are again almost identical. The two rates are not however strictly comparable because the proportion of women of child-bearing age in the population is greater in London than in England and Wales; adjusting for this difference by multiplying the crude rate by the Registrar General's areal comparability factor for London births (0.89) the rate becomes 14.4. This factor makes no allowance for the differing numerical proportions of married women in London compared with England and Wales—at the 1951 census the proportion of London women married at these ages was 95 per cent, of the corresponding proportion for England and Wales. The crude birth rate for the past 21 years is shown in the diagram (page 6) together with the national rate and, since 1949, the adjusted birth rate: the true comparative fertility of London lies somewhere between the lines for the crude rate and adjusted rate. Figure 1 LIVE BIRTH RATELONDON (A.C.) AND ENGLAND & WALES 1937-57 *Rates based on total population 1937-1949, home population 1950- Still—births",LondonCountyCouncil,"married,women",bigram search,b18253015,LondonCountyCouncil.1957.b18253015.txt,1957
"21 With the ready co-operation of three factory managements, programmes consisting of a talk on food hygiene and the showing of the instructional colour film ""Food without Fear"" were arranged. Food handlers from other factory canteens nearby were invited to these three meetings and a total of 162 people attended. Each programme took the form of a short introductory talk followed by the film, after which questions were invited. A great amount of effort was expended in encouraging people to attend, but it is difficult to assess the ultimate value of this form of education. Many factory canteen workers are married women with family responsibilities and are unable or unwilling to attend in their own time, whilst Managements are often unable or reluctant to release their personnel during working hours. Samples of washing-up waters and swabs from kitchen utensils and equipment were taken from 68 premises, including restaurants, cafes, school kitchens and sculleries, factory canteens, hotel kitchens, public houses and shops. Altogether 69 samples of washing-up water and 150 swabs from utensils and equipment were examined. In 45 cases results on examination were considered to be unsatisfactory. Advice on washing up technique was given where indicated as necessary by the",Enfield,"married,women",bigram search,b19789464,Enfield.1957.b19789464.txt,1957
"early April to early December of previous year. An increase to 250 per cent of this average or an increase of 30 per cent over the previous week indicates an epidemic which is almost always due to influenza. Notifications were received from the local office of the Ministry of Pensions and National Insurance on the 7th January and on the 25th September. The figures relate only to the working population eligible for sickness benefit and excludes such important sections as the aged who have retired and are drawing retirement pensions, school children and pre-school children and the considerable number of married women who have decided not to pay contributions. 16 SECTION B. HEALTH AND SOCIAL SERVICES In this section are included hospitals and clinics serving the Borough but not all of which are situated within the Borough. Many of these services including the provision and supervision of old persons homes within the Borough are directly administered by the County, and the District Officer and District Organiser of the Home Help Service have contributed information for which I am grateful. I am indebted to Mr. Forster and to Mrs. Fisher for their accounts of the work of the T.B. Care Committee",Beckenham,"married,women",bigram search,b1978501x,Beckenham.1957.b1978501x.txt,1957
"1,356 2,501 41,813 51,052 92,865 Grand Total: 3,101 2,501 92,865 These tables do not show any striking difference from those for 1956. Home Nursing Centre The service for patients residing north of the District Railway line was provided, as previously, by the staff from the Lady Rayleigh Training Home (under agency arrangements with the Essex County Council). South of the Railway line the service continued from the Liverpool Road Centre. Prom there the nurses go out to cover the whole of this area. Those patients who were able attended the Centre and were treated there. The service mostly depends on married women who can only spare a few hours a day from their home commitments, but who also have a real sense of vocation for nursing and enjoy their work. This has resulted in them voluntarily undertaking to maintain a latenight service where the need arises. Loan Scheme The provision on loan of nursing equipment for patients nursed at home continues to be a valuable adjunct to the Home Nursing Service. Laundry Service Plans for this service have continued to develop slowly and it is hoped that it will commence early in the new year. Queens Institute of District Nursing",WestHam,"married,women",bigram search,b19881617,WestHam.1957.b19881617.txt,1957
"as 63 part or whole time Helps. A total of 1,032 cases were assisted, (i.e. 301 maternity, 17 tuberculous, 398 chronic sick, aged or infirm and 316 acute cases) this being easily the highest number dealt with 34 to date due to increases in the number of maternity and chronic sick cases. A recent development has been the training and employment of specially selected ""teaching Home Helps"" for use in suitable cases, who are mainly ""Problem Families"". Family Planning. Since 1945 a Family Planning Clinic has been provided for this District and it is now held at Westway, Caterham-on-the-Hill. Only married women whose health would be adversely affected if advice were withheld can be seen and applications for appointments should be made to the Divisional Medical Officer at 115 Brighton Road, Purley. During 1957 only 119 persons including 50 new cases were seen from the whole of the Division, the total attendance being 225. Health Visitation. The equivalent of about 8 whole time Health Visitors are employed in this District, and they visit in their homes the vast majority of ante-natal and nursing mothers and their children until these are of school age. They also are the School Health Visitors",Coulsdon,"married,women",bigram search,b19786219,Coulsdon.1957.b19786219.txt,1957
"West Ham area, has an office in Ilford, but may be consulted at St. Agatha's Hostel, Carnarvon Road, on Tuesdays from 4.30 p.m. Any unmarried mother may be referred to Miss Treacher for help and counselling. There is free exchange of information and excellent co-operation between Miss Treacher and the local health authority offices, channelled mainly through the Superintendent Health Visitor. 43 Miss Treacher reports that during 1958 her help was sought for 51 illegitimate children and their parents resident in West Ham, There were, in addition, two families for whom help was sought for other reasons. Seven cases concerned married women having illegitimate babies; the remainder were single women. Twenty-one were admitted to Mother and Baby Homes, and in l8 of these, application was made to the local health authority for financial assistance. Altogether, the department was involved in the making of arrangements for the accommodation of 19 West Ham mothers. Nine were admitted to St. Agatha's Home during pregnancy and returned to the home after having the baby in hospital. Two were admitted to a home or hostel outside the Borough. When circumstances made it necessary, financial assistance was granted forwards the cost of maintenance. The problems which",WestHam,"married,women",bigram search,b19881629,WestHam.1958.b19881629.txt,1958
"44 45 Post-natal: Number of women attending during the year 5,839 4,258 4,543 3,887 3,714 Child welfare clinics: Number at end of year 165 176 178 178 179 Sessions per month 1,784 1,939 1,953 1,990 1,991 Attendances under a year: First 48,489 43,068 44,910 46,387 49,229 Total 683,089 587,143 595,690 613,147 611,057 Attendances over 1 year 282,202 193,273 189,388 183,538 177,283 Attendances at special toddlers clinics 35,500 41,268 41,055 40,848 38,940 Percentage of infants attending a centre at least once in the first year of life 86 86 86 86 88 Family planning Advice on family planning is provided for married women for whom further pregnancy would be detrimental to health. The number of women attending for advice was : 1957 1958 At sessions provided by Council .. .. 4,092 4,392 Referred by Council to Family Planning Association .. .. .. .. .. .. 688 702 National welfare foods Average weekly issues 1956 1957 1958 National dried milk (tins) 25,413 19,839 15,791 Cod-liver oil (bottles) 6,156 5,191 3,620 Vitamin tablets (packets) 2,952 2,788 2,736 Orange juice (bottles) 48,163 48,925 31,360 63 Day accommodation for children Table (ii)—Day nurseries and child minders At 31st December 1949 1955 1956 1957 1958 DAY",LondonCountyCouncil,"married,women",bigram search,b18253027,LondonCountyCouncil.1958.b18253027.txt,1958
"on Tuesdays from 4.30 p.m. Any unmarried mother may be referred to Miss Treacher for help and counselling. There is free exchange of information and excellent co-operation between Miss Treacher, and the local health authority officers, channelled mainly through the Superintendent Health Visitor. Much work with unmarried mothers who do not need special arrangements comes within the scope of the health visitor. Miss Treacher reports that during 1959 her help was sought for 55 illegitimate children and their parents resident in West Ham. There were, in addition, two families for whom help was sought for other reasons. Five cases concerned married women having illegitimate babies; the remainder were single women. Twenty-one were admitted to Mother and Baby Homes, and in 12 of these, application was made to the local health authority for financial assistance. Altogether, the department was involved in the making of arrangements for the accommodation of 24 West Ham mothers. Six were admitted to St. Agatha's Home during pregnancy, and returned to the home after having the baby in hospital. Eighteen were admitted to homes or hostels outside the Borough. When circumstances made it neoessary, financial assistance was granted towards the cost of maintenance. Six of the girls",WestHam,"married,women",bigram search,b19881630,WestHam.1959.b19881630.txt,1959
"1953 3,645 7.1 4.7 1954 3,615 7.1 4.7 1955 3,827 7.7 4.6 1956 4,434 8.5 4.8 1957 4,686 8.9 4.8 1958 5,343 9.9 4.9 1959 5,765 10.4 5.1 The percentage of illegitimate Diruis in mnuon nas snown a marKeu upwaru movemeui over the last five years whilst nationally there has been a relatively slight increase. The national percentages, however, mask the fact that the relatively constant proportion of illegitimate births derives from a decreasing proportion of women—on the assumption that all unmarried women are equally exposed to such a risk. Overall, legitimate maternities to the increased numbers and proportion of married women have increased by some 10 per cent, between 1954 and 1958, whereas in the same period illegitimate maternities in the decreased number and proportion of unmarried women has increased by some 24 per cent. Legitimate maternity rates decrease with age whereas illegitimate rise to a peak between ages 25 and 34. The necessary data is not available for similar calculations to be made for London (which in any event has a different age structure and a lower proportion of married women) but there seems no reason to doubt that, broadly, the same tendencies will apply. London, probably in",LondonCountyCouncil,"married,women",bigram search,b18253039,LondonCountyCouncil.1959.b18253039.txt,1959
"by, tend to decrease at later ages but as the bronchitis death rate for both sexes has been declining in recent years it is possible that this may affect the relativity. As indicated earlier, unlike pneumonia, bronchitis is a disease from which a person may have suffered for many years before death. This is evident from the morbidity statistics produced by the Ministry of Pensions and National Insurance, based on claims for sickness benefit. Certificates in support of such claims now cover practically the entire employed male population, but they are not so representative of the female population because only married women who follow a paid employment are eligible for national insurance and, of those that are, two.thirds of them ' opt out' of the scheme for sickness benefit. The latest Digest of statistics analysing certificates of incapacity ', relating to 1956.57, show that, for both sexes, bronchitis was one of the two most common causes of sickness absence (for which a claim was made) and was the reason for the highest number of days of absence. The other most important cause of absence was influenza, which fluctuated from year to year whilst bronchitis is more consistent. In terms of",LondonCountyCouncil,"married,women",bigram search,b18253040,LondonCountyCouncil.1960.b18253040.txt,1960
"laundry facilities consist of a machine laundry, comprising eight fully automatically controlled washing machines, three water-extractors and 24 drying racks, and a hand laundry provided with 16 composite units for washing, boiling and ironing, 3 water-extractors and 16 drying racks. The installation of automatically controlled washing machines has encouraged greater use of the machine laundry and it is in some measure due to this that attendances at the hand laundry have declined. Further modifications to the controlling apparatus have achieved improvements in the quality of laundrywork and a saving in time. It has been noted that the number of young married women using these facilities has greatly increased. Staff Medical Examinations. The Medical Officer of Health is medical adviser to the Council for staff purposes. During 1960, one hundred and twenty-seven examinations of the Council's employees and new entrants to the superannuation scheme were carried out. Health Education. The importance of this subject is becoming increasingly recognised and in a public health department its practice falls into two main categories, namely, dissemination of information by word of mouth, and education by the use of posters, pamphlets, book marks and other media for conveying the written word. The first is undoubtedly",StMaryleboneMetropolitanBorough,"married,women",bigram search,b1825472x,StMaryleboneMetropolitanBorough.1960.b1825472x.txt,1960
"list of causes for complaints received during 1961:- Accumulations 33 Animals 8 Ashbins 5 Drains and Sanitary Arrangements 94 37 Insects and Pests 19 Overcrowding 1 Rodent s 126 Sanitary Defect s 68 Smoke 13 Water 3 12 Yard Paving 2 35 456 35 14. RODENT AND INSECT PEST CONTROL,, The good public relations cultivated between the department, business managements, and private householders have produced again the pleasing factor that no legal action has been taken under the Prevention of Damage by Pests Act, 1949. The department's work, to a certain extent, has been complicated by the fact that more married women now go out to work, and this means that frequently there is no one at home when a call is made. It is necessary, therefore, to make special appointments and revisits,, Time spent on the car and watching television has meant that back gardens tend more and more to become neglected and littered with rubbish and unwanted articles. Because of this, some difficulty is sometimes experienced in controlling rodent infestations. Infestations on new building sites are often due to the careless habits of workmen and it is necessary to maintain regular inspections of such premises. The routine inspection",KingstonuponThames,"married,women",bigram search,b1987523x,KingstonuponThames.1961.b1987523x.txt,1961
"laundry facilities consist of a machine laundry, comprising eight fully automatically controlled washing machines, three water-extractors and 24 drying racks, and a hand laundry provided with 16 composite units lor washing, boiling and ironing, 3 water-extractors and 16 drying racks. The installation of automatically controlled washing machines has encouraged greater use of the machine laundry and it is in some measure due to this that attendances at the hand laundry have declined. Further modifications to the controlling apparatus have achieved improvements in the quality of laundrywork and a saving in time. It has been noted that the number of young married women using these facilities has greatly increased. Medical Examinations. Staff.—The Medical Officer of Health is medical adviser to the Council for staff purposes. During 1961, one hundred and thirty-one examinations of the Council's employees and new entrants to the superannuation scheme were carried out. Parking Meter Exemptions.—The Council are empowered in certain circumstances to give exemption from parking meter charges to a person who is severely disabled. During the year, sixty-five applications were referred to the Medical Officer of Health for observations and, if necessary, medical examination. Home Safety. The Home Safety Act received the Royal Assent on the",StMaryleboneMetropolitanBorough,"married,women",bigram search,b18254731,StMaryleboneMetropolitanBorough.1961.b18254731.txt,1961
"founder of the ""Samaritans"" Society and the example of schemes carried out in the southwark Diocese the following two-part programme was arranged:- To train a panel of speakers who would be ready to talk to girls of all denominations in Secondary Schools on Personal Relationships"" if invited to do so by the Head Teacher. The training included lectures on theology of sex and marriage, Personal relationships, physiology and preparation for marriage. 8 The Health Education Officer has given additional assistance during three sessions on specific points of presentation, with reference to experience in local schools. The panel consists of six married women in their thirties, five of whom have children. Most of them have had a University training and include one woman doctor and four former ex-teachers. One member also works for the Marriage Guidance Council in Croydon. The general pattern followed by members of the panel on completion of their training is:- (a) The speaker visits the headmistress on invitation and discusses the procedure, time allowed, content of talks and the method of delivery. (b) During the second visit a talk is given to the girls and at the conclusion of this they are asked for written questions on",Croydon,"married,women",bigram search,b19787194,Croydon.1961.b19787194.txt,1961
"Number of women attending during the year 3,887 3,714 3,524 3,369 2,859 Child welfare clinics: Number at end of year 178 179 179 179 178 Sessions per month 1,990 1,991 1,957 2,034 2,057 Attendances under 1 year First 46,387 49,229 49,610 50,202 54,393 Total 613,147 611,057 606,042 578,250 599,930 Attendances over 1 year 183,538 177,283 152,627 163,845 169,023 Attendances at special toddlers clinics (not included in above) 40,848 38,940 38,361 37,533 38,203 Percentage of infants attending a centre at least once in the first year of life 86 88 89 88 90 Family planning—Advice on family planning is provided for married women for whom further pregnancy would be detrimental to health. 1958 1959 1960 1961 Attendances at sessions provided by the Council First 1,011 975 945 899 Total 4,392 4,260 4,337 4,226 Women referred by the Council to Family Planning Association 702 705 741 641 National welfare foods Average weekly issues 1957 1958 1959 1960 1961 National dried milk (tins) 19,839 15,791 15,328 13,817 11,647 Cod-liver oil (bottles) 5,191 3,620 3,469 3,442 2,623 Vitamin tablets (packets) 2,788 2,736 2,775 2,837 2,109 Orange juice (bottles) 48,925 31,360 30,412 28,864 18,514 47 Day accommodation for children Table (ii)—Day nurseries and child minders",LondonCountyCouncil,"married,women",bigram search,b18253052,LondonCountyCouncil.1961.b18253052.txt,1961
"by year and I can only conclude that the factor mainly associated with this rise must have come to bear on the population of Edmonton sooner than on the population as a whole. It seems highly probable that this factor was an increase in cigarette smoking and that this started in Edmonton in 1939 or 1940. Cancer of the Breast: This disease seems to becoming slightly less common in Edmonton. It is said to be commoner in breasts that have not fed children and the decrease in deaths may therefore be associated with the relative increase in the number of married women since the 30's. 10 Cancer of the Uterus: The Medical Officer of Health of Hendon, Dr. Patton, has analysed the deaths from cancer of the uterus in the Boroughs and Districts of Middlesex during the past five years (1957-1962). The death rate per 10,000 of population is 1. in Brentford & Chiswick; .73 in Edmonton; .55 in Enfield; 1.15 in Southgate; .82 in Tottenham; 1.35 in Wood Green. It may be that in the Boroughs with the lower figures women seek medical advice sooner about gynaecological complaints. Leukaemia: Deaths from leukaemia continue to show a slight rise. It",Edmonton,"married,women",bigram search,b1978904x,Edmonton.1962.b1978904x.txt,1962
"Council's ante-natal clinics to see patients booked for maternity medical services. In the remaining division it was arranged to put the scheme into practice on 1 January, 1963. In this connection table (ii) on page 54 is informative. The success of the Council's domiciliary midwives in encouraging mothers to book a general practitioner obstetrician for their confinement is reflected in the reduced number of mothers shown as attending the Council's clinics for their post-natal care in the above table, as most of them go to the doctor's own surgery for these examinations. Family planning—Advice on family planning is provided for married women for whom further pregnancy would be detrimental to health. 1958 1959 1960 1961 1962 Attendances at sessions provided by the Council First 1,011 975 945 899 1,034 Total 4,392 4,260 4,337 4,226 4,423 Women referred by the Council to Family Planning Association 702 705 741 641 595 47 National welfare foods Average weekly issues 1958 1959 1960 1961 1962 National dried milk (tins) 15,791 15,328 13,817 11,647 10,562 Cod-liver oil (bottles) 3,620 3,469 3,442 2,623 1,709 Vitamin tablets (packets) 2,736 2,775 2,837 2,109 1,196 Orange juice (bottles) 31,360 30,412 28,864 18,514 11,315 NOTE: The following charges applied as",LondonCountyCouncil,"married,women",bigram search,b18253064,LondonCountyCouncil.1962.b18253064.txt,1962
"with 8 composite units for washing, boiling and ironing, 2 water-extractors and 10 drying racks. The installation of automatically controlled washing machines has encouraged greater use of the machine laundry and it is in some measure due to this that attendances at the hand laundry have declined. Further modifications to the controlling apparatus have achieved improvements in the quality of laundrywork and a saving in time. Two Rotary Ironing Machines have recently been installed and it is now possible to take home a 15 lb. load of domestic washing completely dried and ironed in lj hours. The number of young married women using the laundry has increased and many expressions of appreciation of the Ironing Machines have been received. Medical Examinations. Staff.—The Medical Officer of Health is medical adviser to the Council for staff purposes. During 1962, one hundred and fifty-two examinations of the Council's employees and new entrants to the superannuation scheme were carried out. Parking Meter Exemptions.—The Council are empowered in certain circumstances to give exemption from parking meter charges to a person who is severely disabled. During the year, forty-nine applications were referred to the Medical Officer of Health for observations and, if necessary, medical examination. Home",StMaryleboneMetropolitanBorough,"married,women",bigram search,b18254743,StMaryleboneMetropolitanBorough.1962.b18254743.txt,1962
"31,979 from 25,865 last year. 10 Public Laundry.—The Public Laundry facilities consist of a machine laundry comprising 8 fully automatic washing machines, 3 spin dryers and 4 tumbler air dryers; the hand laundry has 6 units for hand washing, 2 spin dryers and 2 tumbler air dryers. By means of a time control the tumbler dryers will dry all types of materials, including woollens. The rotary ironing machines have proved most successful, a 15 lb. load of domestic washing can be washed, dried and ironed in 1^ hours. This completely modern installation has resulted in an increased number of young married women using the laundry, and many expressions of appreciation have been received. Further improvements to lighting and layout and the replacement of existing washing machines will shortly be undertaken. Medical Examinations. Staff.—The Medical Officer of Health is medical adviser to the Council for staff purposes. During 1963, one hundred and six examinations of the Council's employees and new entrants to the superannuation scheme were carried out. Parking Meter Exemptions.—The Council are empowered in certain circumstances to give exemption from parking meter charges to a person who is severely disabled. During the year, fifty-one applications were referred to the Medical",StMaryleboneMetropolitanBorough,"married,women",bigram search,b18254755,StMaryleboneMetropolitanBorough.1963.b18254755.txt,1963
"1949 1954 1959 1964 DAY NURSERIES: Maintained 114 100 75 72 Grant aided 6 5 4 4 Places 6,615 5,850 4,192 4,003 COUNCIL'S CHILD-MINDER SCHEME (Voluntary registration) Child-minders registered 584 925 875 720 Children minded 579 1,000 1,039 971 NURSERIES AND CHILD-MINDERS REGULATION ACT, 1948 (Statutory registration) Private day nurseries registered 28 61 60 109 Places 972 1,795 1,620 2,749 Child-minders registered 73 110 167 238 No. of children authorised to be minded 501 590 939 1,306 Family planning In July 1930 the Ministry of Health (Memorandum 153 MCW) authorised local health authorities to give advice on birth control to married women in attendance at maternity and child welfare centres where there were medical grounds for considering that further pregnancy would be detrimental to health. The medical grounds were widened in 1932 to include women suffering from organic diseases such as tuberculosis, heart disease, diabetes, chronic nephritis, etc., in which child bearing was likely seriously to endanger life and other forms of sickness, physical or mental, which were detrimental to them as mothers. What was or was not medically detrimental to health was to be decided by the professional judgment of the registered medical practitioner in charge of the clinic.",LondonCountyCouncil,"married,women",bigram search,b18253088,LondonCountyCouncil.1964.b18253088.txt,1964
"Instruction—Schools.—The number of school children receiving swimming instruction increased to 32,773 from 31,979 last year. Public Laundry.—The Laundry facilities are now completely "" Self-Service "", comprising 8 fully automatic washing machines, 2 spin dryers and 4 tumbler dryers and hand laundry with 4 units, spin and tumbler dryer. By means of time and temperature controllers the tumbler dryers will dry all types of materials, including woollens. The rotary ironing machines have proved most popular and 15 lbs. of domestic washing can be washed, dried and ironed in 1¼ hours. This all-electric installation has resulted in an increased number of young married women using the laundry and numerous expressions of appreciation have been received. Modern lighting and replacement of existing washing machines have been completed and the gaily coloured tiled floor recently laid makes the weekly visit to the Laundry an attractive occasion. Old Age Pensioners—Reduced Laundry Charges.—These facilities, introduced in September 1964, have been greatly appreciated and 1,110 Old Age Pensioners have attended. 11 Foam Baths.—Installation of foam baths is nearing completion and a booking system will be introduced. Medical Examinations. Staff.—The Medical Officer of Health is medical adviser to the Council for staff purposes. During 1964 one hundred and",StMaryleboneMetropolitanBorough,"married,women",bigram search,b18254767,StMaryleboneMetropolitanBorough.1964.b18254767.txt,1964
"there was little variety and, if not ""in service"" or ""taking in washing"", they were engaged in cleaning of slaughtered animals, making bags and sacks, tin boxes, dresses, shirts, lawn-tennis balls and, what is most interesting, gold and silver thread spinning. Some women and girls who were prepared to travel obtained a steady job in a match factory not far away and a number suffered from ""phossy jaw"" due to the solvent action on teeth of yellow phosphorus, the principle ingredient of matches in those days. Females formed 29% of all the labour force in 1901 and 6% of all married women were working. Times were hard and there was heavy drinking among all 196 OLD GREENWICH PROPERTIES (now demolished) Richardson's Place Brewhouse Lane 197 classes. Beer was cheap at l½d. to 3d. a pint, gin 8d. a pint or 4d. for a ""double"" and this prevalent taste for liquor was amply met by the more than numerous public houses in areas close to the river. Tea had not yet become a serious competitor to alcoholic beverages and nearly 6 out of every 1,000 persons were charged with being drunk and disorderly. In the streets, shoeless children were a common",Greenwich,"married,women",bigram search,b18237848,Greenwich.1964.b18237848.txt,1964
"investigation in the pathological laboratory at the hospital for a limited numberof patients resident in the south of the borough, and the Health Committee accordingly decided in September, 1965, to set up clinics in alternate weeks at Campden Hill and South Kensington Welfare Centres for the collection of cervical smears. Approval for the setting up of this service was granted by the Minister of Health under Section 28 of the National Health Service Act, 1946, on 25th November, 1965, and arrangements were made for the clinics to open early in 1966. FAMILY PLANNING Advice on family planning is given to married women attending the Council's Welfare Centres for whom further pregnancy would be detrimental to health. Women eligible for advice are referred to clinics of two branches of the Family Planning Association in this area. (a) The North Kensington Marriage Welfare Centre at Telford Road, W. 10. Sub-centre at Campden Hill Welfare Centre, Holland Street, W.8. (b) Putney and Roehampton Branch at St. Stephen's Hospital, Fulham Road, S.W.10. Number of women referred to Family Planning Association Clinics 48 RECUPERATIVE HOLIDAYS Recuperative holidays are provided where there is a need for rest, fresh air and good food but where medical and",KensingtonandChelsea,"married,women",bigram search,b18236121,KensingtonandChelsea.1965.b18236121.txt,1965
"calls were as follows: two cases for post partum haemorrhage; three ante-partum haemorrhage (one hospital-booked case); two retained placenta; two abortions; one delay in second stage of labour. Seven cases were transferred to hospital after appropriate treatment had been given at home. Twenty-five pupil midwives gained practical experience of district work with Camden midwives. FAMILY PLANNING The family planning facilities which the Council is permitted to offer were limited during the year under review by the terms of the Ministry of Health circulars on birth control issued in 1931 and 1934. Briefly, contraceptive instruction and advice could be offered to married women for whom pregnancy was detrimental to health. The restriction of the service to married women and the limitation on medical grounds making pregnancy detrimental to health have become the subject of growing concern particularly in recentyears, and the Minister of Health has the matter under review in the light of current sociological trends. Within the framework of these limitations, the London County Council ran family planning clinics direct, and these were taken over by the London Borough Councils. In addition to running its own clinics the London County Council provided the Family Planning Association with accommodation at their",Camden,"married,women",bigram search,b19882944,Camden.1965.b19882944.txt,1965
"Social Security concerned mainly with the London Borough of Greenwich are those located at Deptford, Eltham and Woolwich. Regions covered by these offices are, unfortunately, based upon postal districts and not upon local authority areas but, nevertheless, for most practical purposes the figures quoted are reasonably representative of the Borough's morbidity, subject to the following considerations: — (a) Figures refer to new claims only—they do not indicate the current 'live load' which includes a good deal of long term sickness. (b) Figures relate only to persons insured for sickness benefit. Sickness, therefore, in children, the aged, the non-employed and 'exempt' married women is not included. (c) Injury benefit figures relate to all employed persons. 78 79 Claims to Sickness and Industrial Injury Benefit Year Ended 30th November, 1965. Sickness Benefit Injury Benefit Quarter ended 23.2.65 Deptford 5,532 406 Eltham 6,563 335 Woolwich 6,768 389 Quarter ended 25.5.65 Deptford 5,415 319 Eltham 6,968 303 Woolwich 6,921 324 Quarter ended 31.8.65 Deptford 3,588 275 Eltham 4,463 309 Woolwich 4,465 345 Quarter ended 30.11.65 Deptford 4,922 327 Eltham 6,022 329 Woolwich 6,089 370 Totals: 67,716 4,031 80 SECTION IV PERSONAL HEALTH AND RELATED SOCIAL SERVICES The operation of the maternity and child welfare",Greenwich,"married,women",bigram search,b1823785x,Greenwich.1965.b1823785x.txt,1965
"services, to plan their future accordingly. 5 I am indebted to Dr.G.HoHall, Consultant Geriatrician, St.Helier Hospital, for his comments which are as follows :- ""As far as I can see, the main problem in the care of the elderly is the increasing age and frailty of the majority of patients now referred to the Geriatric Unit. The result of this is that in many cases rehabilitation can only produce partial independence, supervision and care being required in these cases. With the greater age of patients the relatives in turn are often in the geriatric age group0 The greater employment of married women has not helped either, in that many of the younger members of the family, friends and neighbours are now not available to help. The solution of the problem must lie in the provision of a much more comprehensive domiciliary scheme. More flatlets with adequate warden supervision, more welfare home places suitably staffed to cater for these older and less independent people. More long stay hospital beds will, in all probability be required, but the necessity to provide these beds will to a large extent depend on the scope and the quantity of the Local Authority provisions for the",Sutton,"married,women",bigram search,b19881265,Sutton.1965.b19881265.txt,1965
"to four years) are held at 12 welfare centres. The children are given routine medical examinations and if necessary are referred for treatment. Toddlers' sessions held during the year 257 Total attendances of toddlers 3,004 Average attendance at each session 11.7 Dental services A free dental service for expectant and nursing mothers and children is provided at certain of the Council's dental surgeries. During the year attendances numbered 617 comprising 206 by mothers and 411 by children under five years of age. 56 Family Planning The Council has made arrangements for advice on methods of contraception to be given to married women where pregnancy would be dangerous or detrimental to health. Sessions are organized by the Family Planning Association, who are provided with rent-free accommodation at some of the Council's welfare centres. No charge is made except for appliances supplied to the patient. During the year a total of 223 such sessions were held. Health Visiting Service The health visiting service has continued its unspectacular but nevertheless essential work throughout the year in spite of some staff shortages. Home visiting is the basis of the health visitor's work, and although the health visitors maintain some contact with all families with",Wandsworth,"married,women",bigram search,b18251237,Wandsworth.1965.b18251237.txt,1965
"18 42 Children under five 273 94 112 42 Total 413 129 130 Treatment Fillings Extractions Other Treatment Dentures Full Partial Expectant and nursing mothers 28 69 9 16 9 Children under five 100 160 92 - - Total 128 229 101 16 9 Of the 158 patients seen during November and December no positive cases of carcinoma of the cervix were found but 47 gynaecological disorders were detected. These patients were referred to their general practitioners to whom copies of the pathological reports were sent. Family Planning The arrangements continued with the Family Planning Association to provide advice to married women for whom further pregnancies would be dangerous or detrimental to health. A per capita fee was paid to the Association for the 50 women who were referred to the Association during the year ended 31st December, 1965. Health Centres The South East London General Practitioner Centre. This centre, opened in 1961, is probably the only health centre of its type in the country. It is an experiment to assess the value of providing family doctors with all the diagnostic facilities that will enable them to investigate to the full, medical incidents of those of their own patients who",Southwark,"married,women",bigram search,b18246849,Southwark.1965.b18246849.txt,1965
"ownership or maintained by voluntary organisations. During the year the Inner London Education Authority placed 144 school and nursery school children and 6 pre-school children from Islington. Admissions to Recuperative Holiday Homes (Including Holborn figures from 1.1.65 - 31.3.65.) Expectant and nursing mothers 3 Other Adults 172 Children under 5 not at school 14 School and nursery school children 10 Total 199 Family Planning (Section 22 & 28 - National Health Service Act, 1946) Local health authorities are empowered to make arrangements at their own clinics or at clinics run by voluntary organisations,for family planning advice to be given to married women for whom further pregnancies would be dangerous or detrimental to health The Borough grant-aided the Family Planning Association's one clinic in Islington, in Spencer Street. E.C 1., and also paid on a per capita basis the Association's consultation fee for each Islington woman who attended for family planning advice on health grounds on the recommendation of the Borough Council's medical officers. During the period 1st April to 31st December, 1965, 204 women were referred for this advice on medical grounds and 136 actually attended. Arrangements were also made during the year for a family planning clinic to be",IslingtonMetropolitanBorough,"married,women",bigram search,b18239456,IslingtonMetropolitanBorough.1965.b18239456.txt,1965
